policy,dim,slice,n,mean_r,median_r,win_rate,worst,max_consec_losers,sd,ci_lo,ci_hi,trading_days,trades_per_year,ann_dollars,thin,retired
30_30_30_10,pool|month,index|2026-02,1,-0.757474,-0.757474,0.000000,-0.757474,1,0.000000,-0.757474,-0.757474,1,252.000,-190883.51,1,0
30_30_30_10,pool|month,index|2026-06,3,-0.780586,-0.897881,0.000000,-1.250000,3,0.439065,-1.277435,-0.283737,3,252.000,-196707.75,1,0
30_30_30_10,pool|month,other|2025-08,10,-0.363696,-0.825705,0.400000,-1.250000,4,1.023845,-0.998282,0.270890,4,630.000,-229128.66,1,0
30_30_30_10,pool|month,other|2025-09,22,0.021898,-0.272360,0.409091,-1.250000,6,1.607093,-0.649663,0.693460,12,462.000,10117.08,0,0
30_30_30_10,pool|month,other|2025-10,32,-0.695900,-1.194200,0.125000,-1.250000,7,0.993194,-1.040024,-0.351776,18,448.000,-311763.22,0,0
30_30_30_10,pool|month,other|2025-11,27,-0.137697,-1.250000,0.259259,-1.250000,5,1.962650,-0.878013,0.602618,13,523.385,-72068.75,0,0
30_30_30_10,pool|month,other|2025-12,27,0.335707,-0.908333,0.333333,-1.250000,7,2.167140,-0.481743,1.153157,16,425.250,142759.58,0,0
30_30_30_10,pool|month,other|2026-01,24,-0.266746,-1.173476,0.208333,-1.250000,6,1.487924,-0.862039,0.328548,15,403.200,-107551.81,0,0
30_30_30_10,pool|month,other|2026-02,42,0.160781,-0.654947,0.357143,-1.250000,4,2.047378,-0.458417,0.779979,15,705.600,113446.99,0,0
30_30_30_10,pool|month,other|2026-03,38,0.302780,-0.682214,0.342105,-1.250000,6,2.329820,-0.437995,1.043556,16,598.500,181214.01,0,0
30_30_30_10,pool|month,other|2026-04,28,0.355843,-1.017423,0.321429,-1.250000,6,2.313871,-0.501227,1.212912,16,441.000,156926.61,0,0
30_30_30_10,pool|month,other|2026-05,32,0.061442,-1.186212,0.250000,-1.250000,8,2.958062,-0.963474,1.086358,17,474.353,29145.12,0,0
30_30_30_10,pool|month,other|2026-06,31,-0.061980,-1.118580,0.225806,-1.250000,10,2.118699,-0.807818,0.683857,19,411.158,-25483.73,0,0
30_30_30_10,pool|month,other|2026-07,34,0.204713,-0.849572,0.382353,-1.250000,5,1.739968,-0.380155,0.789581,17,504.000,103175.36,0,0
30_30_30_10,pool|month,other|2026-08,9,1.463007,1.023665,0.555556,-1.250000,1,2.543785,-0.198933,3.124946,6,378.000,553016.58,1,0
30_30_30_10,pool|quarter,equity|2025-Q3,39,-0.099552,-0.953846,0.307692,-1.250000,5,1.539195,-0.582630,0.383526,19,517.263,-51494.71,0,0
30_30_30_10,pool|quarter,equity|2025-Q4,119,0.232774,-0.953517,0.336134,-1.250000,11,2.370822,-0.193199,0.658746,53,565.811,131706.04,0,0
30_30_30_10,pool|quarter,equity|2026-Q1,131,-0.220659,-1.159566,0.190840,-1.250000,16,2.361419,-0.625043,0.183724,55,600.218,-132443.56,0,0
30_30_30_10,pool|quarter,equity|2026-Q2,160,0.152817,-0.871926,0.331250,-1.250000,9,2.011064,-0.158801,0.464434,57,707.368,108097.76,0,0
30_30_30_10,pool|quarter,equity|2026-Q3,91,0.239825,-0.884047,0.329670,-1.250000,11,2.385667,-0.250343,0.729994,28,819.000,196416.86,0,0
30_30_30_10,pool|quarter,index|2025-Q3,1,-0.284532,-0.284532,0.000000,-0.284532,1,0.000000,-0.284532,-0.284532,1,252.000,-71702.02,1,0
30_30_30_10,pool|quarter,index|2025-Q4,3,3.538782,3.651064,1.000000,1.593284,0,1.544696,1.790794,5.286771,3,252.000,891773.18,1,0
30_30_30_10,pool|quarter,index|2026-Q1,2,0.054724,0.054724,0.500000,-0.757474,1,0.812199,-1.070925,1.180374,2,252.000,13790.56,1,0
30_30_30_10,pool|quarter,index|2026-Q2,3,-0.780586,-0.897881,0.000000,-1.250000,3,0.439065,-1.277435,-0.283737,3,252.000,-196707.75,1,0
30_30_30_10,pool|quarter,other|2025-Q3,32,-0.098600,-0.547236,0.406250,-1.250000,6,1.461220,-0.604887,0.407687,16,504.000,-49694.36,0,0
30_30_30_10,pool|quarter,other|2025-Q4,86,-0.196774,-1.170674,0.232558,-1.250000,7,1.798245,-0.576837,0.183289,47,461.106,-90733.58,0,0
30_30_30_10,pool|quarter,other|2026-Q1,104,0.114005,-0.804032,0.317308,-1.250000,8,2.057770,-0.281485,0.509496,46,569.739,64953.30,0,0
30_30_30_10,pool|quarter,other|2026-Q2,91,0.109982,-1.168539,0.263736,-1.250000,10,2.506598,-0.405034,0.624997,52,441.000,48501.96,0,0
30_30_30_10,pool|quarter,other|2026-Q3,43,0.468077,-0.824077,0.418605,-1.250000,5,2.002553,-0.130481,1.066634,23,471.130,220525.24,0,0
30_30_30_10,pool|setup,equity|break_and_retest,460,0.113880,-0.990022,0.306522,-1.250000,13,2.279423,-0.094426,0.322186,197,588.426,67010.19,0,0
30_30_30_10,pool|setup,equity|one_candle_rule,78,-0.194511,-1.122481,0.230769,-1.250000,15,1.794420,-0.592740,0.203718,66,297.818,-57928.91,0,0
30_30_30_10,pool|setup,equity|reentry_84_rule,2,1.986449,1.986449,0.500000,-1.250000,1,3.236449,-2.499041,6.471939,2,252.000,500585.22,1,0
30_30_30_10,pool|setup,index|break_and_retest,4,0.856557,0.336523,0.500000,-0.897881,2,1.731390,-0.840205,2.553319,4,252.000,215852.36,1,0
30_30_30_10,pool|setup,index|one_candle_rule,5,0.934656,-0.284532,0.400000,-1.250000,2,2.418523,-1.185273,3.054584,5,252.000,235533.19,1,0
30_30_30_10,pool|setup,other|break_and_retest,337,0.057578,-1.014198,0.299703,-1.250000,10,2.097977,-0.166419,0.281575,180,471.800,27165.36,0,0
30_30_30_10,pool|setup,other|one_candle_rule,19,0.132139,-0.988841,0.368421,-1.250000,5,1.802840,-0.678517,0.942795,18,266.000,35148.93,1,0
30_30_30_10,pool|grade,equity|A,6,-0.171184,-1.250000,0.166667,-1.250000,3,2.412307,-2.101431,1.759064,4,378.000,-64707.39,1,0
30_30_30_10,pool|grade,equity|A+,3,-1.250000,-1.250000,0.000000,-1.250000,3,0.000000,-1.250000,-1.250000,2,378.000,-472500.00,1,0
30_30_30_10,pool|grade,equity|B,352,0.424624,-0.717375,0.383523,-1.250000,13,2.475686,0.165993,0.683255,183,484.721,205824.43,0,0
30_30_30_10,pool|grade,equity|C,179,-0.578238,-1.137687,0.134078,-1.250000,28,1.415112,-0.785548,-0.370928,121,372.793,-215563.41,0,0
30_30_30_10,pool|grade,index|B,6,0.628252,0.336523,0.500000,-1.250000,3,1.666256,-0.705030,1.961534,6,252.000,158319.49,1,0
30_30_30_10,pool|grade,index|C,3,1.443331,-0.284532,0.333333,-0.757474,1,2.784690,-1.707842,4.594505,3,252.000,363719.49,1,0
30_30_30_10,pool|grade,other|A,1,6.645230,6.645230,1.000000,6.645230,0,0.000000,6.645230,6.645230,1,252.000,1674598.07,1,0
30_30_30_10,pool|grade,other|B,264,0.292239,-0.680501,0.352273,-1.250000,8,2.225951,0.023724,0.560755,161,413.217,120758.39,0,0
30_30_30_10,pool|grade,other|C,91,-0.680021,-1.217000,0.153846,-1.250000,17,1.193585,-0.925260,-0.434783,78,294.000,-199926.32,0,0
30_30_30_10,pool|alert_only,equity|actioned,361,0.400805,-0.773729,0.376731,-1.250000,13,2.470137,0.145991,0.655619,184,494.413,198163.27,0,0
30_30_30_10,pool|alert_only,equity|alert_only,179,-0.578238,-1.137687,0.134078,-1.250000,28,1.415112,-0.785548,-0.370928,121,372.793,-215563.41,0,0
30_30_30_10,pool|alert_only,index|actioned,6,0.628252,0.336523,0.500000,-1.250000,3,1.666256,-0.705030,1.961534,6,252.000,158319.49,1,0
30_30_30_10,pool|alert_only,index|alert_only,3,1.443331,-0.284532,0.333333,-0.757474,1,2.784690,-1.707842,4.594505,3,252.000,363719.49,1,0
30_30_30_10,pool|alert_only,other|actioned,265,0.316213,-0.675658,0.354717,-1.250000,8,2.255635,0.044630,0.587796,162,412.222,130349.99,0,0
30_30_30_10,pool|alert_only,other|alert_only,91,-0.680021,-1.217000,0.153846,-1.250000,17,1.193585,-0.925260,-0.434783,78,294.000,-199926.32,0,0
30_30_30_10,pool|trend_qqq,equity|aligned,290,0.303509,-0.846275,0.348276,-1.250000,9,2.429759,0.023855,0.583162,152,480.789,145923.87,0,0
30_30_30_10,pool|trend_qqq,equity|flat,57,0.168650,-1.159566,0.280702,-1.250000,13,2.411022,-0.457271,0.794572,31,463.355,78144.83,0,0
30_30_30_10,pool|trend_qqq,equity|opposed,190,-0.310476,-1.175000,0.215789,-1.250000,11,1.747043,-0.558894,-0.062058,113,423.717,-131553.93,0,0
30_30_30_10,pool|trend_qqq,equity|unknown,3,0.848606,1.569290,0.666667,-1.250000,1,1.508001,-0.857858,2.555070,1,756.000,641546.06,1,0
30_30_30_10,pool|trend_qqq,index|aligned,6,1.731919,1.230103,0.666667,-0.897881,2,2.172759,-0.006651,3.470488,6,252.000,436443.49,1,0
30_30_30_10,pool|trend_qqq,index|opposed,3,-0.764002,-0.757474,0.000000,-1.250000,3,0.394178,-1.210056,-0.317948,3,252.000,-192528.51,1,0
30_30_30_10,pool|trend_qqq,other|aligned,191,0.158699,-0.900297,0.340314,-1.250000,16,2.001548,-0.125162,0.442560,119,404.471,64188.99,0,0
30_30_30_10,pool|trend_qqq,other|flat,42,0.171199,-0.744846,0.333333,-1.250000,5,2.105177,-0.465479,0.807877,31,341.419,58450.68,0,0
30_30_30_10,pool|trend_qqq,other|opposed,123,-0.126727,-1.197479,0.235772,-1.250000,11,2.184904,-0.512859,0.259405,92,336.913,-42695.82,0,0
30_30_30_10,pool|side,equity|long,259,0.030651,-1.049118,0.297297,-1.250000,18,2.126289,-0.228307,0.289608,147,444.000,13608.86,0,0
30_30_30_10,pool|side,equity|short,281,0.118318,-0.933333,0.295374,-1.250000,26,2.313371,-0.152170,0.388807,141,502.213,59421.04,0,0
30_30_30_10,pool|side,index|long,2,0.417905,0.417905,0.500000,-0.757474,1,1.175379,-1.211087,2.046897,2,252.000,105311.98,1,0
30_30_30_10,pool|side,index|short,7,1.037671,-0.193878,0.428571,-1.250000,3,2.326558,-0.685868,2.761209,7,252.000,261493.06,1,0
30_30_30_10,pool|side,other|long,175,0.099111,-1.090250,0.302857,-1.250000,11,2.252351,-0.234602,0.432824,115,383.478,38007.03,0,0
30_30_30_10,pool|side,other|short,181,0.025249,-0.908333,0.303867,-1.250000,14,1.905049,-0.252290,0.302787,114,400.105,10102.08,0,0
30_30_30_10,month|quarter,2025-08|2025-Q3,22,0.033075,-0.825705,0.409091,-1.250000,5,1.616851,-0.642564,0.708714,4,1386.000,45842.50,0,0
30_30_30_10,month|quarter,2025-09|2025-Q3,50,-0.160999,-0.664906,0.320000,-1.250000,8,1.432947,-0.558191,0.236194,17,741.176,-119328.31,0,0
30_30_30_10,month|quarter,2025-10|2025-Q4,64,-0.100887,-1.168973,0.234375,-1.250000,8,2.319680,-0.669209,0.467434,22,733.091,-73959.46,0,0
30_30_30_10,month|quarter,2025-11|2025-Q4,78,-0.022972,-1.183694,0.282051,-1.250000,7,2.139017,-0.497676,0.451732,18,1092.000,-25085.18,0,0
30_30_30_10,month|quarter,2025-12|2025-Q4,66,0.449128,-0.711973,0.393939,-1.250000,7,2.082437,-0.053279,0.951536,20,831.600,373495.13,0,0
30_30_30_10,month|quarter,2026-01|2026-Q1,63,-0.183900,-1.175000,0.238095,-1.250000,9,1.873464,-0.646527,0.278727,19,835.579,-153663.07,0,0
30_30_30_10,month|quarter,2026-02|2026-Q1,85,0.158831,-1.006496,0.282353,-1.250000,9,2.730870,-0.421730,0.739391,19,1127.368,179060.76,0,0
30_30_30_10,month|quarter,2026-03|2026-Q1,89,-0.211857,-1.034902,0.224719,-1.250000,16,1.886197,-0.603732,0.180019,21,1068.000,-226262.81,0,0
30_30_30_10,month|quarter,2026-04|2026-Q2,69,0.342777,-0.892606,0.347826,-1.250000,6,2.256811,-0.189731,0.875286,20,869.400,298010.70,0,0
30_30_30_10,month|quarter,2026-05|2026-Q2,92,0.013241,-1.175000,0.260870,-1.250000,8,2.370807,-0.471220,0.497701,19,1220.211,16156.33,0,0
30_30_30_10,month|quarter,2026-06|2026-Q2,93,0.077930,-0.897881,0.311828,-1.250000,9,1.936837,-0.315718,0.471578,21,1116.000,86969.85,0,0
30_30_30_10,month|quarter,2026-07|2026-Q3,100,-0.067061,-0.949294,0.290000,-1.250000,13,1.753986,-0.410842,0.276720,21,1200.000,-80473.31,0,0
30_30_30_10,month|quarter,2026-08|2026-Q3,34,1.431103,0.754348,0.558824,-1.250000,4,3.102571,0.388214,2.473993,8,1071.000,1532711.53,0,0
30_30_30_10,month|setup,2025-08|break_and_retest,15,-0.418132,-1.155867,0.333333,-1.250000,5,1.174705,-1.012614,0.176351,4,945.000,-395134.34,1,0
30_30_30_10,month|setup,2025-08|one_candle_rule,7,0.999947,0.174634,0.571429,-1.250000,1,1.971797,-0.460780,2.460675,3,588.000,587969.12,1,0
30_30_30_10,month|setup,2025-09|break_and_retest,46,-0.167663,-0.590989,0.326087,-1.250000,7,1.399282,-0.572036,0.236710,15,772.800,-129570.12,0,0
30_30_30_10,month|setup,2025-09|one_candle_rule,4,-0.084355,-1.041672,0.250000,-1.235653,2,1.772976,-1.821871,1.653162,4,252.000,-21257.38,1,0
30_30_30_10,month|setup,2025-10|break_and_retest,54,0.056178,-1.015351,0.259259,-1.250000,8,2.467045,-0.601837,0.714194,21,648.000,36403.55,0,0
30_30_30_10,month|setup,2025-10|one_candle_rule,10,-0.949041,-1.250000,0.100000,-1.250000,9,0.848051,-1.474668,-0.423413,8,315.000,-298947.85,1,0
30_30_30_10,month|setup,2025-11|break_and_retest,71,0.065145,-1.175000,0.295775,-1.250000,7,2.216401,-0.450410,0.580701,17,1052.471,68563.49,0,0
30_30_30_10,month|setup,2025-11|one_candle_rule,7,-0.916730,-1.250000,0.142857,-1.250000,5,0.528468,-1.308225,-0.525236,5,352.800,-323422.51,1,0
30_30_30_10,month|setup,2025-12|break_and_retest,55,0.410390,-0.612546,0.400000,-1.250000,7,1.998023,-0.117660,0.938440,19,729.474,299368.82,0,0
30_30_30_10,month|setup,2025-12|one_candle_rule,11,0.642819,-0.795099,0.363636,-1.250000,5,2.452298,-0.806396,2.092035,8,346.500,222736.86,1,0
30_30_30_10,month|setup,2026-01|break_and_retest,57,-0.128824,-1.171951,0.245614,-1.250000,8,1.925904,-0.628805,0.371156,18,798.000,-102801.80,0,0
30_30_30_10,month|setup,2026-01|one_candle_rule,6,-0.707120,-1.250000,0.166667,-1.250000,3,1.146532,-1.624537,0.210297,6,252.000,-178194.30,1,0
30_30_30_10,month|setup,2026-02|break_and_retest,78,0.128094,-1.120657,0.269231,-1.250000,8,2.783563,-0.489652,0.745839,18,1092.000,139878.15,0,0
30_30_30_10,month|setup,2026-02|one_candle_rule,7,0.501331,-0.757474,0.428571,-1.250000,2,2.022865,-0.997229,1.999891,6,294.000,147391.30,1,0
30_30_30_10,month|setup,2026-03|break_and_retest,76,-0.180230,-1.040183,0.236842,-1.250000,14,1.971733,-0.623530,0.263069,20,957.600,-172588.65,0,0
30_30_30_10,month|setup,2026-03|one_candle_rule,13,-0.396748,-0.977451,0.153846,-1.250000,6,1.260359,-1.081887,0.288391,10,327.600,-129974.61,1,0
30_30_30_10,month|setup,2026-04|break_and_retest,62,0.354290,-0.821336,0.354839,-1.250000,7,2.227386,-0.200151,0.908732,20,781.200,276771.65,0,0
30_30_30_10,month|setup,2026-04|one_candle_rule,7,0.240806,-1.183206,0.285714,-1.250000,4,2.500064,-1.611268,2.092879,5,352.800,84956.20,1,0
30_30_30_10,month|setup,2026-05|break_and_retest,81,-0.009870,-1.175000,0.259259,-1.250000,10,2.387163,-0.529742,0.510001,18,1134.000,-11193.07,0,0
30_30_30_10,month|setup,2026-05|one_candle_rule,9,-0.217251,-1.175000,0.222222,-1.250000,3,1.708366,-1.333383,0.898882,7,324.000,-70389.27,1,0
30_30_30_10,month|setup,2026-05|reentry_84_rule,2,1.986449,1.986449,0.500000,-1.250000,1,3.236449,-2.499041,6.471939,2,252.000,500585.22,1,0
30_30_30_10,month|setup,2026-06|break_and_retest,81,0.053650,-0.897881,0.308642,-1.250000,10,1.913116,-0.362984,0.470284,21,972.000,52147.81,0,0
30_30_30_10,month|setup,2026-06|one_candle_rule,12,0.241820,-1.000941,0.333333,-1.250000,3,2.082535,-0.936485,1.420125,8,378.000,91407.85,1,0
30_30_30_10,month|setup,2026-07|break_and_retest,94,-0.029921,-0.949294,0.297872,-1.250000,12,1.795659,-0.392929,0.333087,21,1128.000,-33750.67,0,0
30_30_30_10,month|setup,2026-07|one_candle_rule,6,-0.648926,-0.861841,0.166667,-1.212558,5,0.631513,-1.154241,-0.143610,5,302.400,-196235.09,1,0
30_30_30_10,month|setup,2026-08|break_and_retest,31,1.526409,0.756897,0.580645,-1.250000,4,3.156834,0.415120,2.637698,8,976.500,1490538.76,0,0
30_30_30_10,month|setup,2026-08|one_candle_rule,3,0.446273,-1.033824,0.333333,-1.250000,2,2.247765,-2.097313,2.989858,2,378.000,168691.07,1,0
30_30_30_10,month|grade,2025-08|B,13,0.079771,-0.685345,0.461538,-1.250000,4,1.615992,-0.798692,0.958234,4,819.000,65332.36,1,0
30_30_30_10,month|grade,2025-08|C,9,-0.034374,-0.966066,0.333333,-1.250000,2,1.615710,-1.089971,1.021224,4,567.000,-19489.86,1,0
30_30_30_10,month|grade,2025-09|B,30,0.111289,-0.440018,0.400000,-1.250000,4,1.600599,-0.461478,0.684056,15,504.000,56089.76,0,0
30_30_30_10,month|grade,2025-09|C,20,-0.569430,-1.041672,0.200000,-1.250000,8,1.006201,-1.010417,-0.128443,12,420.000,-239160.64,0,0
30_30_30_10,month|grade,2025-10|B,47,0.086250,-0.943750,0.297872,-1.250000,6,2.341223,-0.583095,0.755595,21,564.000,48645.08,0,0
30_30_30_10,month|grade,2025-10|C,17,-0.618267,-1.250000,0.058824,-1.250000,16,2.176879,-1.653089,0.416556,14,306.000,-189189.62,1,0
30_30_30_10,month|grade,2025-11|A+,2,-1.250000,-1.250000,0.000000,-1.250000,2,0.000000,-1.250000,-1.250000,1,504.000,-630000.00,1,0
30_30_30_10,month|grade,2025-11|B,52,0.473173,-0.885684,0.403846,-1.250000,5,2.459652,-0.195368,1.141715,16,819.000,387529.07,0,0
30_30_30_10,month|grade,2025-11|C,24,-0.995701,-1.250000,0.041667,-1.250000,17,0.396130,-1.154186,-0.837216,12,504.000,-501833.20,0,0
30_30_30_10,month|grade,2025-12|B,42,0.474474,-0.427448,0.428571,-1.250000,6,1.952023,-0.115886,1.064833,19,557.053,264306.82,0,0
30_30_30_10,month|grade,2025-12|C,24,0.404774,-0.935665,0.333333,-1.250000,5,2.292207,-0.512300,1.321848,13,465.231,188313.30,0,0
30_30_30_10,month|grade,2026-01|A,1,-1.250000,-1.250000,0.000000,-1.250000,1,0.000000,-1.250000,-1.250000,1,252.000,-315000.00,1,0
30_30_30_10,month|grade,2026-01|B,49,-0.033652,-1.183571,0.265306,-1.250000,8,2.026841,-0.601167,0.533864,18,686.000,-23085.00,0,0
30_30_30_10,month|grade,2026-01|C,13,-0.668214,-1.159566,0.153846,-1.250000,7,1.057341,-1.242991,-0.093436,9,364.000,-243229.80,1,0
30_30_30_10,month|grade,2026-02|B,59,0.550052,-0.650000,0.355932,-1.250000,6,3.112479,-0.244160,1.344264,19,782.526,430429.89,0,0
30_30_30_10,month|grade,2026-02|C,26,-0.728940,-1.132112,0.115385,-1.250000,15,1.123430,-1.160773,-0.297107,16,409.500,-298500.84,0,0
30_30_30_10,month|grade,2026-03|B,65,0.102542,-0.781452,0.307692,-1.250000,13,2.115348,-0.411716,0.616800,19,862.105,88401.83,0,0
30_30_30_10,month|grade,2026-03|C,24,-1.063352,-1.225828,0.000000,-1.250000,24,0.285567,-1.177603,-0.949102,16,378.000,-401947.11,0,0
30_30_30_10,month|grade,2026-04|A,1,6.645230,6.645230,1.000000,6.645230,0,0.000000,6.645230,6.645230,1,252.000,1674598.07,1,0
30_30_30_10,month|grade,2026-04|B,50,0.445863,-0.726381,0.380000,-1.250000,6,2.228453,-0.171833,1.063559,19,663.158,295677.53,0,0
30_30_30_10,month|grade,2026-04|C,18,-0.293707,-1.098260,0.222222,-1.250000,5,1.757307,-1.105542,0.518127,11,412.364,-121114.29,1,0
30_30_30_10,month|grade,2026-05|A,4,0.368225,-1.250000,0.250000,-1.250000,2,2.802847,-2.378566,3.115015,2,504.000,185585.22,1,0
30_30_30_10,month|grade,2026-05|B,57,0.406336,-0.857432,0.333333,-1.250000,7,2.766326,-0.311825,1.124497,18,798.000,324256.14,0,0
30_30_30_10,month|grade,2026-05|C,31,-0.755352,-1.197479,0.129032,-1.250000,11,0.839786,-1.050979,-0.459725,16,488.250,-368800.67,0,0
30_30_30_10,month|grade,2026-06|A,1,-1.250000,-1.250000,0.000000,-1.250000,1,0.000000,-1.250000,-1.250000,1,252.000,-315000.00,1,0
30_30_30_10,month|grade,2026-06|B,70,0.267801,-0.680579,0.371429,-1.250000,8,2.000489,-0.200843,0.736446,21,840.000,224953.15,0,0
30_30_30_10,month|grade,2026-06|C,22,-0.465846,-1.102840,0.136364,-1.250000,8,1.622923,-1.144022,0.212330,12,462.000,-215220.77,0,0
30_30_30_10,month|grade,2026-07|B,65,0.373804,-0.515972,0.400000,-1.250000,8,1.980248,-0.107610,0.855218,19,862.105,322258.57,0,0
30_30_30_10,month|grade,2026-07|C,35,-0.885811,-1.210113,0.085714,-1.250000,9,0.689949,-1.114391,-0.657230,16,551.250,-488303.27,0,0
30_30_30_10,month|grade,2026-08|A+,1,-1.250000,-1.250000,0.000000,-1.250000,1,0.000000,-1.250000,-1.250000,1,252.000,-315000.00,1,0
30_30_30_10,month|grade,2026-08|B,23,2.237351,1.023665,0.695652,-1.250000,2,3.330785,0.876098,3.598604,8,724.500,1620960.79,0,0
30_30_30_10,month|grade,2026-08|C,10,-0.155156,-1.134412,0.300000,-1.250000,4,1.575310,-1.131543,0.821231,6,420.000,-65165.68,1,0
30_30_30_10,month|alert_only,2025-08|actioned,13,0.079771,-0.685345,0.461538,-1.250000,4,1.615992,-0.798692,0.958234,4,819.000,65332.36,1,0
30_30_30_10,month|alert_only,2025-08|alert_only,9,-0.034374,-0.966066,0.333333,-1.250000,2,1.615710,-1.089971,1.021224,4,567.000,-19489.86,1,0
30_30_30_10,month|alert_only,2025-09|actioned,30,0.111289,-0.440018,0.400000,-1.250000,4,1.600599,-0.461478,0.684056,15,504.000,56089.76,0,0
30_30_30_10,month|alert_only,2025-09|alert_only,20,-0.569430,-1.041672,0.200000,-1.250000,8,1.006201,-1.010417,-0.128443,12,420.000,-239160.64,0,0
30_30_30_10,month|alert_only,2025-10|actioned,47,0.086250,-0.943750,0.297872,-1.250000,6,2.341223,-0.583095,0.755595,21,564.000,48645.08,0,0
30_30_30_10,month|alert_only,2025-10|alert_only,17,-0.618267,-1.250000,0.058824,-1.250000,16,2.176879,-1.653089,0.416556,14,306.000,-189189.62,1,0
30_30_30_10,month|alert_only,2025-11|actioned,54,0.409352,-0.959729,0.388889,-1.250000,6,2.435513,-0.240253,1.058958,16,850.500,348154.07,0,0
30_30_30_10,month|alert_only,2025-11|alert_only,24,-0.995701,-1.250000,0.041667,-1.250000,17,0.396130,-1.154186,-0.837216,12,504.000,-501833.20,0,0
30_30_30_10,month|alert_only,2025-12|actioned,42,0.474474,-0.427448,0.428571,-1.250000,6,1.952023,-0.115886,1.064833,19,557.053,264306.82,0,0
30_30_30_10,month|alert_only,2025-12|alert_only,24,0.404774,-0.935665,0.333333,-1.250000,5,2.292207,-0.512300,1.321848,13,465.231,188313.30,0,0
30_30_30_10,month|alert_only,2026-01|actioned,50,-0.057979,-1.190536,0.260000,-1.250000,8,2.013683,-0.616143,0.500186,18,700.000,-40585.00,0,0
30_30_30_10,month|alert_only,2026-01|alert_only,13,-0.668214,-1.159566,0.153846,-1.250000,7,1.057341,-1.242991,-0.093436,9,364.000,-243229.80,1,0
30_30_30_10,month|alert_only,2026-02|actioned,59,0.550052,-0.650000,0.355932,-1.250000,6,3.112479,-0.244160,1.344264,19,782.526,430429.89,0,0
30_30_30_10,month|alert_only,2026-02|alert_only,26,-0.728940,-1.132112,0.115385,-1.250000,15,1.123430,-1.160773,-0.297107,16,409.500,-298500.84,0,0
30_30_30_10,month|alert_only,2026-03|actioned,65,0.102542,-0.781452,0.307692,-1.250000,13,2.115348,-0.411716,0.616800,19,862.105,88401.83,0,0
30_30_30_10,month|alert_only,2026-03|alert_only,24,-1.063352,-1.225828,0.000000,-1.250000,24,0.285567,-1.177603,-0.949102,16,378.000,-401947.11,0,0
30_30_30_10,month|alert_only,2026-04|actioned,51,0.567419,-0.622588,0.392157,-1.250000,6,2.368000,-0.082490,1.217328,19,676.421,383814.27,0,0
30_30_30_10,month|alert_only,2026-04|alert_only,18,-0.293707,-1.098260,0.222222,-1.250000,5,1.757307,-1.105542,0.518127,11,412.364,-121114.29,1,0
30_30_30_10,month|alert_only,2026-05|actioned,61,0.403837,-0.965854,0.327869,-1.250000,7,2.768751,-0.290988,1.098661,18,854.000,344876.72,0,0
30_30_30_10,month|alert_only,2026-05|alert_only,31,-0.755352,-1.197479,0.129032,-1.250000,11,0.839786,-1.050979,-0.459725,16,488.250,-368800.67,0,0
30_30_30_10,month|alert_only,2026-06|actioned,71,0.246424,-0.723658,0.366197,-1.250000,8,1.994387,-0.217489,0.710337,21,852.000,209953.15,0,0
30_30_30_10,month|alert_only,2026-06|alert_only,22,-0.465846,-1.102840,0.136364,-1.250000,8,1.622923,-1.144022,0.212330,12,462.000,-215220.77,0,0
30_30_30_10,month|alert_only,2026-07|actioned,65,0.373804,-0.515972,0.400000,-1.250000,8,1.980248,-0.107610,0.855218,19,862.105,322258.57,0,0
30_30_30_10,month|alert_only,2026-07|alert_only,35,-0.885811,-1.210113,0.085714,-1.250000,9,0.689949,-1.114391,-0.657230,16,551.250,-488303.27,0,0
30_30_30_10,month|alert_only,2026-08|actioned,24,2.092045,0.941575,0.666667,-1.250000,2,3.334290,0.758051,3.426039,8,756.000,1581585.79,0,0
30_30_30_10,month|alert_only,2026-08|alert_only,10,-0.155156,-1.134412,0.300000,-1.250000,4,1.575310,-1.131543,0.821231,6,420.000,-65165.68,1,0
30_30_30_10,month|trend_qqq,2025-08|aligned,10,0.502585,-0.443035,0.500000,-1.250000,3,1.964472,-0.715007,1.720178,3,840.000,422171.79,1,0
30_30_30_10,month|trend_qqq,2025-08|flat,1,-0.685345,-0.685345,0.000000,-0.685345,1,0.000000,-0.685345,-0.685345,1,252.000,-172706.90,1,0
30_30_30_10,month|trend_qqq,2025-08|opposed,11,-0.328441,-0.966066,0.363636,-1.250000,4,1.158482,-1.013060,0.356178,4,693.000,-227609.62,1,0
30_30_30_10,month|trend_qqq,2025-09|aligned,25,-0.015874,-0.518340,0.400000,-1.250000,6,1.615540,-0.649166,0.617417,12,525.000,-8333.90,0,0
30_30_30_10,month|trend_qqq,2025-09|flat,8,-0.440930,-1.055328,0.250000,-1.250000,3,1.045131,-1.165169,0.283309,4,504.000,-222228.77,1,0
30_30_30_10,month|trend_qqq,2025-09|opposed,17,-0.242684,-0.602326,0.235294,-1.250000,8,1.269840,-0.846328,0.360959,12,357.000,-86638.28,1,0
30_30_30_10,month|trend_qqq,2025-10|aligned,34,-0.071310,-1.101611,0.235294,-1.250000,7,2.460538,-0.898389,0.755768,19,450.947,-32157.24,0,0
