sym,day,entry_i,side,sgrade,book_r,clock_st_100_trail,clock_st_30_70,clock_st_30_70_be,clock_st_50_50,clock_st_50_50_be,clock_st_70_30,clock_st_70_30_be,clock_st_50_25x4r_25,clock_st_50_25x4r_25_be,clock_st_50_20x4r_20x5r,clock_st_50_20x4r_20x5r_be,clock_st_30_30x4r_30x5r,clock_st_30_30x4r_30x5r_be,clock_st_100_trail_be,clock_oracle_stopped,clock_oracle_best_close,clock_oracle_MFE,noclock_st_100_trail,noclock_st_30_70,noclock_st_30_70_be,noclock_st_50_50,noclock_st_50_50_be,noclock_st_70_30,noclock_st_70_30_be,noclock_st_50_25x4r_25,noclock_st_50_25x4r_25_be,noclock_st_50_20x4r_20x5r,noclock_st_50_20x4r_20x5r_be,noclock_st_30_30x4r_30x5r,noclock_st_30_30x4r_30x5r_be,noclock_st_100_trail_be,noclock_oracle_stopped,noclock_oracle_best_close,noclock_oracle_MFE
AMD,2026-01-28,61,S,S,0.643,-0.159,-0.002,0.043,0.103,0.135,0.208,0.227,0.103,0.135,0.103,0.135,-0.002,0.043,-0.095,1.492,1.492,1.889,-0.159,-0.002,0.043,0.103,0.135,0.208,0.227,0.103,0.135,0.103,0.135,-0.002,0.043,-0.095,4.024,4.024,4.778
AMD,2026-01-30,69,L,S,-1.000,-0.480,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.480,1.845,1.845,2.157,-0.480,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.480,1.845,1.845,2.157
AMD,2026-02-20,47,L,C,2.333,0.763,2.501,2.501,2.376,2.376,2.252,2.252,2.376,2.376,2.376,2.376,2.501,2.501,0.763,3.133,3.133,3.247,0.763,2.422,2.422,2.320,2.320,2.218,2.218,2.320,2.320,2.320,2.320,2.422,2.422,0.763,3.430,3.430,3.538
AMD,2026-03-06,51,L,C,-1.000,-0.567,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.533,1.134,2.378,2.711,-0.567,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.533,1.134,4.256,4.733
AMD,2026-03-19,46,L,C,0.950,-1.250,-1.035,-1.035,-0.892,-0.892,-0.748,-0.748,-0.892,-0.892,-0.892,-0.892,-1.035,-1.035,-0.533,1.583,4.300,4.500,-1.250,-1.035,-1.035,-0.892,-0.892,-0.748,-0.748,-0.892,-0.892,-0.892,-0.892,-1.035,-1.035,-0.533,1.583,26.933,27.100
AMD,2026-03-24,81,L,C,2.455,-0.214,0.362,0.362,0.362,0.362,0.362,0.362,0.362,0.362,0.362,0.362,0.362,0.362,-0.214,0.612,0.612,0.848,-0.214,2.200,2.200,2.250,2.250,2.300,2.300,2.250,2.250,2.250,2.250,2.200,2.200,-0.214,2.558,3.554,3.768
AMD,2026-04-02,35,L,A,1.457,5.198,4.663,4.663,4.306,4.306,3.949,3.949,4.007,4.007,4.027,4.027,4.244,4.244,5.198,12.931,12.931,12.983,5.198,4.663,4.663,4.306,4.306,3.949,3.949,4.007,4.007,4.027,4.027,4.244,4.244,5.198,19.931,19.931,20.155
AMD,2026-04-09,88,L,C,-1.000,0.473,0.473,0.473,0.473,0.473,0.473,0.473,0.473,0.473,0.473,0.473,0.473,0.473,0.473,0.608,0.608,0.676,-1.189,-1.189,-1.189,-1.189,-1.189,-1.189,-1.189,-1.189,-1.189,-1.189,-1.189,-1.189,-1.189,-0.135,0.608,5.649,5.676
AMD,2026-04-16,10,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.175,0.551,10.000,10.591,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.175,0.551,20.606,20.818
AMD,2026-04-20,16,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.814,-0.814,0.547,0.977,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.814,-0.814,0.547,0.977
AMD,2026-05-12,7,L,S,3.323,0.423,1.428,1.428,2.098,2.098,2.768,2.768,2.098,2.098,2.098,2.098,1.428,1.428,-0.003,3.773,3.773,3.867,0.423,1.428,1.428,2.098,2.098,2.768,2.768,2.098,2.098,2.098,2.098,1.428,1.428,-0.003,3.773,3.773,3.867
AMD,2026-05-13,11,S,C,4.783,13.623,13.249,13.249,13.000,13.000,12.751,12.751,10.594,10.594,9.351,9.351,7.775,7.775,13.623,19.775,19.775,20.145,13.623,13.249,13.249,13.000,13.000,12.751,12.751,10.594,10.594,9.351,9.351,7.775,7.775,13.623,19.775,19.775,20.145
AMD,2026-05-26,21,L,C,4.400,3.010,3.400,3.400,3.659,3.659,3.919,3.919,3.907,3.907,4.255,4.255,4.294,4.294,3.010,9.775,9.775,10.314,3.010,3.400,3.400,3.659,3.659,3.919,3.919,3.907,3.907,4.255,4.255,4.294,4.294,3.010,19.730,19.730,20.186
AMD,2026-06-05,36,S,S,-1.000,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-0.131,-0.131,0.583,0.790,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-0.131,-0.131,11.032,11.138
AMD,2026-06-09,43,S,A,3.611,1.186,1.629,1.629,1.925,1.925,2.220,2.220,2.628,2.628,2.488,2.488,2.473,2.473,1.186,14.053,14.053,14.664,1.186,1.629,1.629,1.925,1.925,2.220,2.220,2.628,2.628,2.488,2.488,2.473,2.473,1.186,46.381,46.381,46.991
AMD,2026-06-24,17,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,1.781,3.311,4.827,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,1.781,13.082,13.286
AMD,2026-06-30,54,L,S,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.770,-0.561,0.278,0.503,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.770,-0.561,13.327,13.450
AMD,2026-07-10,42,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.188,-0.043,0.462,1.342,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.188,-0.043,7.602,7.769
AMD,2026-07-22,47,L,C,3.503,0.975,3.394,3.394,3.394,3.394,3.394,3.394,3.394,3.394,3.394,3.394,3.394,3.394,0.975,3.394,3.394,3.503,0.975,4.545,4.545,4.155,4.155,3.765,3.765,3.873,3.873,3.903,3.903,4.167,4.167,0.975,8.056,8.056,8.280
AMD,2026-07-23,41,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.078,0.042,1.069,1.470,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.078,0.042,1.069,1.940
AMD,2026-08-07,15,S,C,6.873,1.551,5.080,5.080,5.184,5.184,5.289,5.289,4.954,4.954,5.015,5.015,4.826,4.826,-0.029,9.394,9.394,9.796,1.551,5.080,5.080,5.184,5.184,5.289,5.289,4.954,4.954,5.015,5.015,4.826,4.826,-0.029,9.825,9.825,10.000
AMD,2026-08-10,32,S,S,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.549,0.292,0.292,0.757,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.549,0.292,4.542,4.701
GOOGL,2025-01-13,11,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.292,-0.292,1.533,2.300,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.292,-0.292,1.533,2.300
GOOGL,2025-01-22,11,L,S,1.158,0.659,0.695,0.695,0.720,0.720,0.744,0.744,0.720,0.720,0.720,0.720,0.695,0.695,0.659,1.732,1.732,2.390,0.659,0.695,0.695,0.720,0.720,0.744,0.744,0.720,0.720,0.720,0.720,0.695,0.695,0.659,1.732,1.927,2.390
GOOGL,2025-02-28,32,S,C,-1.000,0.204,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,0.204,2.185,2.185,2.444,0.204,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,0.204,2.185,5.426,5.593
GOOGL,2025-03-06,43,L,S,0.719,1.860,1.659,1.659,1.525,1.525,1.391,1.391,1.525,1.525,1.525,1.525,1.659,1.659,1.860,2.737,2.737,2.895,1.860,1.659,1.659,1.525,1.525,1.391,1.391,1.525,1.525,1.525,1.525,1.659,1.659,1.860,2.737,2.737,2.895
GOOGL,2025-03-17,13,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.464,-0.393,-0.393,0.214,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.464,-0.393,-0.393,0.214
GOOGL,2025-03-25,34,L,C,3.317,1.827,1.694,1.694,1.606,1.606,1.517,1.517,1.606,1.606,1.606,1.606,1.694,1.694,1.827,5.019,5.019,5.269,1.827,1.694,1.694,1.606,1.606,1.517,1.517,1.606,1.606,1.606,1.606,1.694,1.694,1.827,6.192,6.192,6.462
GOOGL,2025-04-08,18,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.803,0.898,0.898,0.981,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.803,0.898,15.097,15.286
GOOGL,2025-05-01,33,S,S,1.966,-0.552,-0.014,-0.014,0.345,0.345,0.703,0.703,0.345,0.345,0.345,0.345,-0.014,-0.014,-0.552,2.586,2.586,2.793,-0.552,-0.014,-0.014,0.345,0.345,0.703,0.703,0.345,0.345,0.345,0.345,-0.014,-0.014,-0.552,2.586,2.586,2.793
GOOGL,2025-05-05,13,L,C,2.782,2.345,2.670,2.670,2.887,2.887,3.103,3.103,3.300,3.300,3.218,3.218,3.166,3.166,2.345,4.093,4.093,4.250,2.345,2.670,2.670,2.887,2.887,3.103,3.103,3.300,3.300,3.218,3.218,3.166,3.166,2.345,4.607,4.607,4.643
GOOGL,2025-06-24,38,S,C,-1.000,-0.889,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.407,0.352,0.352,0.537,-0.889,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.407,0.352,0.648,0.815
GOOGL,2025-08-22,55,L,C,-1.000,-1.111,-1.111,-1.111,-1.111,-1.111,-1.111,-1.111,-1.111,-1.111,-1.111,-1.111,-1.111,-1.111,-0.931,0.264,1.069,1.151,-1.111,-1.111,-1.111,-1.111,-1.111,-1.111,-1.111,-1.111,-1.111,-1.111,-1.111,-1.111,-1.111,-0.931,0.264,12.889,13.222
GOOGL,2025-08-25,16,L,S,1.056,0.653,0.486,0.486,0.375,0.375,0.264,0.264,0.375,0.375,0.375,0.375,0.486,0.486,-0.083,2.931,2.931,3.042,0.653,0.486,0.486,0.375,0.375,0.264,0.264,0.375,0.375,0.375,0.375,0.486,0.486,-0.083,4.667,4.667,4.750
GOOGL,2025-09-25,9,S,C,2.297,0.293,0.817,0.817,1.167,1.167,1.516,1.516,1.167,1.167,1.167,1.167,0.817,0.817,0.293,2.665,2.665,3.405,0.293,0.817,0.817,1.167,1.167,1.516,1.516,1.167,1.167,1.167,1.167,0.817,0.817,0.293,2.665,2.665,3.405
GOOGL,2025-10-17,78,L,C,-1.000,-0.407,0.370,0.370,0.370,0.370,0.370,0.370,0.370,0.370,0.370,0.370,0.370,0.370,-0.028,0.685,0.685,0.907,-0.407,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.028,1.278,5.963,6.204
GOOGL,2025-12-15,8,S,C,1.571,1.020,0.926,0.926,0.862,0.862,0.799,0.799,0.862,0.862,0.862,0.862,0.926,0.926,-0.061,2.531,2.531,2.643,1.020,0.926,0.926,0.862,0.862,0.799,0.799,0.862,0.862,0.862,0.862,0.926,0.926,-0.061,3.908,3.908,4.082
GOOGL,2026-01-13,16,L,C,-1.000,0.245,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,0.245,2.157,2.157,3.157,0.245,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,0.245,2.157,2.392,3.157
GOOGL,2026-03-20,12,S,C,1.763,2.475,2.332,2.332,2.237,2.237,2.142,2.142,2.237,2.237,2.237,2.237,2.332,2.332,-0.186,3.458,3.458,3.898,2.475,2.332,2.332,2.237,2.237,2.142,2.142,2.237,2.237,2.237,2.237,2.332,2.332,-0.186,8.797,8.797,9.034
GOOGL,2026-04-30,15,S,A,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.053,-0.053,2.774,2.829,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.053,-0.053,2.774,2.829
GOOGL,2026-05-22,37,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.213,-0.213,-0.213,0.639,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.213,-0.213,4.754,4.899
GOOGL,2026-05-26,9,S,A,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.608,-0.608,-0.547,0.459,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.608,-0.608,-0.547,0.459
GOOGL,2026-05-27,11,L,C,2.027,2.418,2.589,2.589,2.703,2.703,2.818,2.818,2.703,2.703,2.703,2.703,2.589,2.589,-0.604,4.077,4.077,4.231,2.418,2.589,2.589,2.703,2.703,2.818,2.818,2.703,2.703,2.703,2.703,2.589,2.589,-0.604,5.132,5.132,5.363
ACHR,2025-05-15,10,L,A,0.844,1.507,1.449,1.449,1.410,1.410,1.371,1.371,1.410,1.410,1.410,1.410,1.449,1.449,1.507,2.187,2.187,2.250,1.507,1.449,1.449,1.410,1.410,1.371,1.371,1.410,1.410,1.410,1.410,1.449,1.449,1.507,2.187,2.187,2.250
ACHR,2025-10-07,46,L,C,1.714,0.188,4.105,4.105,3.675,3.675,3.245,3.245,3.487,3.487,3.525,3.525,3.880,3.880,0.188,4.750,4.750,4.900,0.188,1.868,1.868,2.077,2.077,2.286,2.286,2.689,2.689,2.566,2.566,2.602,2.602,0.188,4.750,4.750,4.900
NFLX,2024-08-29,32,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.158,-0.158,-0.123,0.154,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.158,-0.158,0.154,0.162
NFLX,2024-09-24,11,L,S,0.512,0.533,0.692,0.692,0.797,0.797,0.903,0.903,0.797,0.797,0.797,0.797,0.692,0.692,0.533,1.442,5.699,5.917,0.533,0.692,0.692,0.797,0.797,0.903,0.903,0.797,0.797,0.797,0.797,0.692,0.692,0.533,1.442,10.100,10.117
NFLX,2024-11-04,20,S,A,-1.000,-1.043,-1.043,-1.043,-1.043,-1.043,-1.043,-1.043,-1.043,-1.043,-1.043,-1.043,-1.043,-1.043,-1.043,-1.043,-0.079,0.057,-1.043,-1.043,-1.043,-1.043,-1.043,-1.043,-1.043,-1.043,-1.043,-1.043,-1.043,-1.043,-1.043,-1.043,-1.043,-0.079,0.057
NFLX,2025-01-03,31,S,S,-1.000,-1.117,-1.117,-1.117,-1.117,-1.117,-1.117,-1.117,-1.117,-1.117,-1.117,-1.117,-1.117,-1.117,-0.028,-0.028,4.587,4.890,-1.117,-1.117,-1.117,-1.117,-1.117,-1.117,-1.117,-1.117,-1.117,-1.117,-1.117,-1.117,-1.117,-0.028,-0.028,4.750,5.005
NFLX,2025-01-21,6,L,S,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-0.827,2.427,2.427,2.427,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-0.827,2.427,5.587,5.633
NFLX,2025-02-20,65,S,S,-1.000,2.937,2.937,2.937,2.937,2.937,2.937,2.937,2.937,2.937,2.937,2.937,2.937,2.937,-0.160,4.957,4.957,5.667,2.937,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,-0.160,4.957,4.957,5.667
NFLX,2025-03-25,19,L,C,3.886,2.410,2.664,2.664,2.833,2.833,3.003,3.003,3.231,3.231,3.151,3.151,3.141,3.141,2.410,7.533,7.533,7.714,2.410,2.664,2.664,2.833,2.833,3.003,3.003,3.231,3.231,3.151,3.151,3.141,3.141,2.410,8.295,8.295,8.571
NFLX,2025-04-01,29,S,S,1.496,1.564,1.843,1.843,2.029,2.029,2.215,2.215,2.029,2.029,2.029,2.029,1.843,1.843,1.564,7.475,7.475,7.857,1.564,1.843,1.843,2.029,2.029,2.215,2.215,2.029,2.029,2.029,2.029,1.843,1.843,1.564,7.475,7.475,7.857
NFLX,2025-04-22,44,L,C,5.719,7.286,6.726,6.726,6.352,6.352,5.979,5.979,5.531,5.531,5.238,5.238,5.054,5.054,-0.005,8.771,8.771,9.033,7.286,6.726,6.726,6.352,6.352,5.979,5.979,5.531,5.531,5.238,5.238,5.054,5.054,-0.005,8.771,8.771,9.033
NFLX,2025-04-29,52,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.056,0.212,5.559,5.559,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.056,0.212,12.559,12.653
NFLX,2025-05-22,27,L,S,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-0.671,-0.167,0.029,0.138,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-0.671,-0.167,1.683,1.813
NFLX,2025-06-25,9,L,C,1.555,1.579,1.836,1.836,2.008,2.008,2.179,2.179,2.008,2.008,2.008,2.008,1.836,1.836,1.579,2.745,2.745,3.138,1.579,1.836,1.836,2.008,2.008,2.179,2.179,2.008,2.008,2.008,2.008,1.836,1.836,1.579,2.745,2.745,3.138
NFLX,2025-08-20,30,S,S,3.408,3.060,3.320,3.320,3.493,3.493,3.666,3.666,3.728,3.728,4.069,4.069,4.184,4.184,3.060,7.800,7.800,7.845,3.060,3.320,3.320,3.493,3.493,3.666,3.666,3.728,3.728,4.069,4.069,4.184,4.184,3.060,7.800,7.800,7.845
NFLX,2025-08-26,11,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.200,-0.200,-0.200,0.228,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.200,-0.200,1.094,1.094
NFLX,2025-09-04,13,L,C,-1.000,-0.310,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.065,0.997,1.939,2.000,-0.310,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.065,0.997,3.789,3.800
NFLX,2025-09-19,32,S,C,1.681,1.445,1.728,1.728,1.917,1.917,2.106,2.106,1.917,1.917,1.917,1.917,1.728,1.728,-0.330,2.650,2.650,2.850,1.445,1.728,1.728,1.917,1.917,2.106,2.106,1.917,1.917,1.917,1.917,1.728,1.728,-0.330,2.650,2.650,2.850
NFLX,2025-12-22,19,S,C,0.667,-0.528,-0.153,-0.153,-0.069,-0.069,0.014,0.014,-0.069,-0.069,-0.069,-0.069,-0.153,-0.153,-0.528,1.258,1.258,1.444,-0.528,-0.153,-0.153,-0.069,-0.069,0.014,0.014,-0.069,-0.069,-0.069,-0.069,-0.153,-0.153,-0.528,1.258,2.861,3.000
NFLX,2026-01-06,11,S,A,-1.000,-1.029,-1.029,-1.029,-1.029,-1.029,-1.029,-1.029,-1.029,-1.029,-1.029,-1.029,-1.029,-1.029,-1.029,0.354,4.088,4.941,-1.029,-1.029,-1.029,-1.029,-1.029,-1.029,-1.029,-1.029,-1.029,-1.029,-1.029,-1.029,-1.029,-1.029,0.354,5.265,5.471
NFLX,2026-02-04,36,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.421,-0.421,-0.421,0.421,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.421,-0.421,-0.421,0.421
NFLX,2026-02-26,8,L,C,3.746,5.105,4.758,4.758,4.526,4.526,4.295,4.295,4.250,4.250,4.284,4.284,4.395,4.395,5.105,7.105,7.105,17.789,5.105,4.758,4.758,4.526,4.526,4.295,4.295,4.250,4.250,4.284,4.284,4.395,4.395,5.105,12.342,12.342,17.789
NFLX,2026-03-02,15,L,C,5.109,3.328,3.788,3.788,4.094,4.094,4.400,4.400,4.262,4.262,4.563,4.563,4.491,4.491,-0.250,5.406,5.406,5.719,3.328,3.788,3.788,4.094,4.094,4.400,4.400,4.262,4.262,4.563,4.563,4.491,4.491,-0.250,5.406,5.406,5.719
NFLX,2026-03-10,13,S,A,-1.000,-1.063,-1.063,-1.063,-1.063,-1.063,-1.063,-1.063,-1.063,-1.063,-1.063,-1.063,-1.063,-1.063,-1.063,-1.063,4.719,5.250,-1.063,-1.063,-1.063,-1.063,-1.063,-1.063,-1.063,-1.063,-1.063,-1.063,-1.063,-1.063,-1.063,-1.063,-1.063,6.906,7.063
NFLX,2026-03-30,17,L,A,-1.000,-1.103,-1.103,-1.103,-1.103,-1.103,-1.103,-1.103,-1.103,-1.103,-1.103,-1.103,-1.103,-1.103,-0.015,-0.015,0.000,0.324,-1.103,-1.103,-1.103,-1.103,-1.103,-1.103,-1.103,-1.103,-1.103,-1.103,-1.103,-1.103,-1.103,-0.015,-0.015,1.294,1.353
NFLX,2026-04-17,38,L,C,-1.000,0.211,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,0.211,1.894,5.763,6.053,0.211,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,0.211,1.894,5.842,6.263
NFLX,2026-06-02,15,S,A,1.115,3.044,3.121,3.121,3.172,3.172,3.223,3.223,3.411,3.411,3.363,3.363,3.408,3.408,-0.219,3.950,3.950,4.250,3.044,3.121,3.121,3.172,3.172,3.223,3.223,3.411,3.411,3.363,3.363,3.408,3.408,-0.219,5.050,5.050,5.100
NFLX,2026-06-03,28,S,C,0.526,1.500,1.050,1.050,0.750,0.750,0.450,0.450,0.750,0.750,0.750,0.750,1.050,1.050,0.000,3.632,3.632,3.737,1.500,1.050,1.050,0.750,0.750,0.450,0.450,0.750,0.750,0.750,0.750,1.050,1.050,0.000,6.153,6.153,6.210
NFLX,2026-06-04,52,S,C,4.960,1.833,2.008,2.008,2.125,2.125,2.242,2.242,2.125,2.125,2.125,2.125,2.008,2.008,-0.625,6.292,6.292,7.167,1.833,2.008,2.008,2.125,2.125,2.242,2.242,2.125,2.125,2.125,2.125,2.008,2.008,-0.625,13.500,13.500,14.000
NFLX,2026-06-18,8,S,C,1.083,0.333,0.617,0.617,0.806,0.806,0.994,0.994,0.806,0.806,0.806,0.806,0.617,0.617,0.333,3.528,3.528,3.556,0.333,0.617,0.617,0.806,0.806,0.994,0.994,0.806,0.806,0.806,0.806,0.617,0.617,0.333,3.528,3.528,3.556
NFLX,2026-07-17,30,L,C,6.329,5.455,4.991,4.991,4.682,4.682,4.373,4.373,4.318,4.318,4.300,4.300,4.418,4.418,5.455,16.318,16.318,17.000,5.455,4.991,4.991,4.682,4.682,4.373,4.373,4.318,4.318,4.300,4.300,4.418,4.418,5.455,22.909,22.909,23.545
NFLX,2026-07-23,71,L,C,-1.000,0.700,0.850,0.850,0.850,0.850,0.850,0.850,0.850,0.850,0.850,0.850,0.850,0.850,0.700,2.400,2.400,3.600,0.700,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,0.700,2.450,6.800,7.150
ORCL,2024-09-03,11,L,C,1.020,1.240,1.335,1.335,1.398,1.398,1.462,1.462,1.398,1.398,1.398,1.398,1.335,1.335,-0.220,3.520,3.520,3.640,1.240,1.335,1.335,1.398,1.398,1.462,1.462,1.398,1.398,1.398,1.398,1.335,1.335,-0.220,3.520,3.520,3.640
ORCL,2024-11-06,21,L,C,1.767,1.811,1.651,1.651,1.544,1.544,1.438,1.438,1.544,1.544,1.544,1.544,1.651,1.651,-0.267,5.633,5.633,5.856,1.811,1.651,1.651,1.544,1.544,1.438,1.438,1.544,1.544,1.544,1.544,1.651,1.651,-0.267,6.755,6.755,6.889
ORCL,2024-11-08,11,L,C,2.566,0.447,0.621,0.621,0.737,0.737,0.853,0.853,0.737,0.737,0.737,0.737,0.621,0.621,-0.789,3.842,3.842,3.868,0.447,0.621,0.621,0.737,0.737,0.853,0.853,0.737,0.737,0.737,0.737,0.621,0.621,-0.789,6.211,6.211,6.316
