sym,day,entry_i,side,sgrade,book_r,clock_st_100_trail,clock_st_30_70,clock_st_30_70_be,clock_st_50_50,clock_st_50_50_be,clock_st_70_30,clock_st_70_30_be,clock_st_50_25x4r_25,clock_st_50_25x4r_25_be,clock_st_50_20x4r_20x5r,clock_st_50_20x4r_20x5r_be,clock_st_30_30x4r_30x5r,clock_st_30_30x4r_30x5r_be,clock_st_100_trail_be,clock_oracle_stopped,clock_oracle_best_close,clock_oracle_MFE,noclock_st_100_trail,noclock_st_30_70,noclock_st_30_70_be,noclock_st_50_50,noclock_st_50_50_be,noclock_st_70_30,noclock_st_70_30_be,noclock_st_50_25x4r_25,noclock_st_50_25x4r_25_be,noclock_st_50_20x4r_20x5r,noclock_st_50_20x4r_20x5r_be,noclock_st_30_30x4r_30x5r,noclock_st_30_30x4r_30x5r_be,noclock_st_100_trail_be,noclock_oracle_stopped,noclock_oracle_best_close,noclock_oracle_MFE
NVDA,2025-04-11,21,L,C,1.555,0.500,0.801,0.801,1.002,1.002,1.203,1.203,1.002,1.002,1.002,1.002,0.801,0.801,0.500,2.679,2.679,3.571,0.500,0.801,0.801,1.002,1.002,1.203,1.203,1.002,1.002,1.002,1.002,0.801,0.801,0.500,2.679,5.750,6.642
NVDA,2025-04-24,35,L,C,-1.000,-0.660,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.143,0.619,3.428,3.762,-0.660,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.143,0.619,8.024,8.286
NVDA,2025-07-03,21,L,A,1.203,4.149,3.299,3.299,2.733,2.733,2.167,2.167,2.696,2.696,2.874,2.874,3.510,3.510,-0.622,6.459,6.459,6.568,4.149,3.299,3.299,2.733,2.733,2.167,2.167,2.696,2.696,2.874,2.874,3.510,3.510,-0.622,6.459,6.459,6.568
NVDA,2025-08-22,33,L,C,0.335,-0.133,-0.005,-0.005,0.080,0.080,0.165,0.165,0.080,0.080,0.080,0.080,-0.005,-0.005,-0.133,0.961,0.961,1.006,-0.133,-0.005,-0.005,0.080,0.080,0.165,0.165,0.080,0.080,0.080,0.080,-0.005,-0.005,-0.133,1.395,1.395,1.446
NVDA,2025-09-05,18,L,C,-1.000,-1.109,-1.109,-1.109,-1.109,-1.109,-1.109,-1.109,-1.109,-1.109,-1.109,-1.109,-1.109,-1.109,-0.235,0.373,0.373,0.412,-1.109,-1.109,-1.109,-1.109,-1.109,-1.109,-1.109,-1.109,-1.109,-1.109,-1.109,-1.109,-1.109,-0.235,0.373,0.373,0.412
NVDA,2025-09-09,30,S,C,0.723,-1.250,-0.745,-0.254,-0.408,-0.058,-0.072,0.139,-0.408,-0.058,-0.408,-0.058,-0.745,-0.254,-0.549,2.963,5.519,5.889,-1.250,-0.745,-0.254,-0.408,-0.058,-0.072,0.139,-0.408,-0.058,-0.408,-0.058,-0.745,-0.254,-0.549,2.963,5.519,5.889
NVDA,2025-09-29,12,L,C,2.309,1.027,1.311,1.311,1.500,1.500,1.690,1.690,1.500,1.500,1.500,1.500,1.311,1.311,1.027,2.421,2.421,3.053,1.027,1.311,1.311,1.500,1.500,1.690,1.690,1.500,1.500,1.500,1.500,1.311,1.311,1.027,2.421,2.421,3.053
NVDA,2025-09-30,17,L,S,0.262,-1.250,-0.882,-0.307,-0.637,-0.226,-0.392,-0.145,-0.637,-0.226,-0.637,-0.226,-0.882,-0.307,-0.024,0.476,9.440,9.702,-1.250,-0.882,-0.307,-0.637,-0.226,-0.392,-0.145,-0.637,-0.226,-0.637,-0.226,-0.882,-0.307,-0.024,0.476,9.676,10.000
NVDA,2025-10-17,25,L,S,0.775,3.504,2.550,-0.508,1.914,-0.271,1.278,-0.033,2.038,-0.271,2.312,-0.271,3.147,-0.508,-0.865,5.088,5.088,5.471,3.504,2.550,-0.508,1.914,-0.271,1.278,-0.033,2.038,-0.271,2.312,-0.271,3.147,-0.508,-0.865,5.088,6.894,7.147
NVDA,2025-11-06,19,S,C,2.389,5.729,4.923,4.923,4.385,4.385,3.848,3.848,3.953,3.953,3.894,3.894,4.185,4.185,5.729,13.439,13.439,14.479,5.729,4.923,4.923,4.385,4.385,3.848,3.848,3.953,3.953,3.894,3.894,4.185,4.185,5.729,19.375,19.375,19.937
NVDA,2025-11-18,16,S,S,4.082,4.100,3.270,3.270,2.717,2.717,2.163,2.163,2.692,2.692,2.877,2.877,3.510,3.510,4.100,8.633,8.633,9.333,4.100,3.270,3.270,2.717,2.717,2.163,2.163,2.692,2.692,2.877,2.877,3.510,3.510,4.100,8.633,8.633,9.333
NVDA,2025-12-08,5,L,A,-1.000,-0.209,-1.128,-1.128,-1.128,-1.128,-1.128,-1.128,-1.128,-1.128,-1.128,-1.128,-1.128,-1.128,-0.209,1.400,1.400,2.395,-0.209,-1.128,-1.128,-1.128,-1.128,-1.128,-1.128,-1.128,-1.128,-1.128,-1.128,-1.128,-1.128,-0.209,1.400,7.326,7.767
NVDA,2026-01-26,9,L,C,0.872,-0.419,-0.161,-0.161,0.012,0.012,0.184,0.184,0.012,0.012,0.012,0.012,-0.161,-0.161,-0.419,1.442,1.442,1.884,-0.419,-0.161,-0.161,0.012,0.012,0.184,0.184,0.012,0.012,0.012,0.012,-0.161,-0.161,-0.419,1.442,1.442,1.884
NVDA,2026-02-05,47,S,S,-1.000,-1.129,-1.129,-1.129,-1.129,-1.129,-1.129,-1.129,-1.129,-1.129,-1.129,-1.129,-1.129,-1.129,-0.000,2.629,2.629,3.097,-1.129,-1.129,-1.129,-1.129,-1.129,-1.129,-1.129,-1.129,-1.129,-1.129,-1.129,-1.129,-1.129,-0.000,2.629,3.726,4.419
NVDA,2026-02-19,47,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.682,-0.340,0.660,0.818,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.682,-0.340,0.660,0.818
NVDA,2026-03-18,21,S,C,-1.000,-1.217,-1.217,-1.217,-1.217,-1.217,-1.217,-1.217,-1.217,-1.217,-1.217,-1.217,-1.217,-1.217,-0.850,-0.850,-0.650,0.150,-1.217,-1.217,-1.217,-1.217,-1.217,-1.217,-1.217,-1.217,-1.217,-1.217,-1.217,-1.217,-1.217,-0.850,-0.850,4.433,4.500
NVDA,2026-03-19,10,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,0.527,0.649,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,0.527,0.649
NVDA,2026-03-25,31,L,C,5.000,7.516,6.703,6.703,6.161,6.161,5.619,5.619,5.282,5.282,4.955,4.955,4.894,4.894,7.516,8.581,8.581,9.194,7.516,6.703,6.703,6.161,6.161,5.619,5.619,5.282,5.282,4.955,4.955,4.894,4.894,7.516,8.581,8.581,9.194
NVDA,2026-05-27,9,S,C,4.716,0.309,1.063,1.063,1.566,1.566,2.069,2.069,1.566,1.566,1.566,1.566,1.063,1.063,0.309,9.324,9.324,9.471,0.309,1.063,1.063,1.566,1.566,2.069,2.069,1.566,1.566,1.566,1.566,1.063,1.063,0.309,9.324,9.324,9.471
NVDA,2026-06-25,65,S,C,-1.000,-0.290,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.145,0.725,0.725,0.913,-0.290,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.145,0.725,1.681,1.734
NVDA,2026-06-26,7,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.914,-0.914,-0.371,1.400,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.914,-0.914,1.171,1.400
NVDA,2026-06-29,52,S,S,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.568,0.622,0.622,1.270,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.568,0.622,0.622,1.270
NVDA,2026-07-02,24,L,C,0.709,0.837,0.996,0.996,1.102,1.102,1.208,1.208,1.102,1.102,1.102,1.102,0.996,0.996,0.837,1.872,1.872,1.971,0.837,0.996,0.996,1.102,1.102,1.208,1.208,1.102,1.102,1.102,1.102,0.996,0.996,0.837,1.872,1.872,1.971
NVDA,2026-07-08,47,L,C,-1.000,0.277,-1.071,-1.071,-1.071,-1.071,-1.071,-1.071,-1.071,-1.071,-1.071,-1.071,-1.071,-1.071,0.277,1.027,3.795,4.482,0.277,-1.071,-1.071,-1.071,-1.071,-1.071,-1.071,-1.071,-1.071,-1.071,-1.071,-1.071,-1.071,0.277,1.027,14.518,14.679
NVDA,2026-07-14,18,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.547,0.023,1.093,1.791,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.547,0.023,1.093,1.791
NVDA,2026-07-31,10,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.327,-0.327,-0.205,1.591,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.327,-0.327,6.807,7.068
NVDA,2026-08-05,16,L,C,3.400,2.194,2.474,2.474,2.660,2.660,2.847,2.847,2.660,2.660,2.660,2.660,2.474,2.474,-0.157,3.493,3.493,3.910,2.194,2.474,2.474,2.660,2.660,2.847,2.847,2.660,2.660,2.660,2.660,2.474,2.474,-0.157,3.493,3.836,3.910
NVDA,2026-08-06,15,L,C,1.137,-0.387,-0.036,-0.036,0.198,0.198,0.432,0.432,0.198,0.198,0.198,0.198,-0.036,-0.036,-0.387,2.187,2.187,2.525,-0.387,-0.036,-0.036,0.198,0.198,0.432,0.432,0.198,0.198,0.198,0.198,-0.036,-0.036,-0.387,2.187,2.187,2.525
TSLA,2024-08-22,8,S,A,-1.000,-1.140,-1.140,-1.140,-1.140,-1.140,-1.140,-1.140,-1.140,-1.140,-1.140,-1.140,-1.140,-1.140,-1.140,0.209,10.860,11.151,-1.140,-1.140,-1.140,-1.140,-1.140,-1.140,-1.140,-1.140,-1.140,-1.140,-1.140,-1.140,-1.140,-1.140,0.209,27.870,28.558
TSLA,2024-09-09,82,S,C,-1.000,1.350,1.350,1.350,1.350,1.350,1.350,1.350,1.350,1.350,1.350,1.350,1.350,1.350,-0.399,1.350,1.350,1.709,0.514,-1.129,-1.129,-1.129,-1.129,-1.129,-1.129,-1.129,-1.129,-1.129,-1.129,-1.129,-1.129,-0.399,1.904,1.904,2.357
TSLA,2024-09-12,31,L,S,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.280,0.131,0.902,1.067,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.280,0.131,1.351,1.373
TSLA,2024-09-23,22,L,C,-1.000,-0.607,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.172,0.750,3.920,4.000,-0.607,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.172,0.750,5.054,5.054
TSLA,2024-10-28,55,L,S,2.159,0.805,1.433,1.433,1.853,1.853,2.272,2.272,2.651,2.651,2.492,2.492,2.392,2.392,0.805,5.927,5.927,6.673,0.805,1.433,1.433,1.853,1.853,2.272,2.272,2.651,2.651,2.492,2.492,2.392,2.392,0.805,5.927,5.927,6.673
TSLA,2024-10-29,16,S,A,3.989,4.234,3.665,3.665,3.286,3.286,2.906,2.906,3.227,3.227,3.392,3.392,3.825,3.825,4.234,6.383,8.574,10.234,4.234,3.665,3.665,3.286,3.286,2.906,2.906,3.227,3.227,3.392,3.392,3.825,3.825,4.234,6.383,13.957,14.319
TSLA,2024-10-30,19,S,A,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.216,-0.216,-0.179,0.224,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.216,-0.216,-0.179,0.224
TSLA,2024-10-31,64,S,A,4.175,1.189,4.488,4.488,4.288,4.288,4.088,4.088,4.091,4.091,4.130,4.130,4.252,4.252,1.189,4.788,4.788,4.970,1.189,4.216,4.216,4.093,4.093,3.971,3.971,3.994,3.994,4.134,4.134,4.276,4.276,1.189,8.517,8.517,8.818
TSLA,2024-11-01,21,S,A,2.302,1.250,1.166,1.166,1.109,1.109,1.053,1.053,1.109,1.109,1.109,1.109,1.166,1.166,-0.167,2.668,2.668,3.490,1.250,1.166,1.166,1.109,1.109,1.053,1.053,1.109,1.109,1.109,1.109,1.166,1.166,-0.167,2.668,9.376,9.792
TSLA,2024-11-04,41,S,A,-1.000,-1.133,-1.133,-1.133,-1.133,-1.133,-1.133,-1.133,-1.133,-1.133,-1.133,-1.133,-1.133,-1.133,-0.316,0.772,0.772,0.929,-1.133,-1.133,-1.133,-1.133,-1.133,-1.133,-1.133,-1.133,-1.133,-1.133,-1.133,-1.133,-1.133,-0.316,0.772,3.140,3.246
TSLA,2024-11-13,41,S,A,2.204,2.072,1.850,1.850,1.701,1.701,1.553,1.553,2.183,2.183,2.087,2.087,2.428,2.428,2.072,6.436,6.436,6.467,2.072,1.850,1.850,1.701,1.701,1.553,1.553,2.183,2.183,2.087,2.087,2.428,2.428,2.072,7.713,7.713,8.037
TSLA,2024-11-14,84,S,C,-1.000,2.653,2.653,2.653,2.653,2.653,2.653,2.653,2.653,2.653,2.653,2.653,2.653,2.653,2.653,3.980,3.980,4.469,2.306,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,2.306,4.950,18.381,18.939
TSLA,2024-11-19,34,L,S,2.492,2.331,2.682,2.682,2.915,2.915,3.149,3.149,3.332,3.332,3.249,3.249,3.182,3.182,2.331,12.678,12.678,13.407,2.331,2.682,2.682,2.915,2.915,3.149,3.149,3.332,3.332,3.249,3.249,3.182,3.182,2.331,12.678,12.678,13.407
TSLA,2024-11-22,25,S,A,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-2.238,0.774,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-2.238,0.774
TSLA,2024-12-18,23,L,C,1.337,3.496,3.105,3.105,2.844,2.844,2.583,2.583,2.970,2.970,2.945,2.945,3.256,3.256,3.496,6.255,6.255,6.343,3.496,3.105,3.105,2.844,2.844,2.583,2.583,2.970,2.970,2.945,2.945,3.256,3.256,3.496,13.333,13.333,13.780
TSLA,2024-12-19,13,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.251,0.929,3.954,4.347,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.251,0.929,11.339,11.552
TSLA,2024-12-23,36,S,A,4.854,-1.250,0.401,1.143,1.502,2.032,2.602,2.920,2.814,3.079,3.802,3.908,3.851,3.957,-0.190,10.114,10.114,10.758,-1.250,0.401,1.143,1.502,2.032,2.602,2.920,2.814,3.079,3.802,3.908,3.851,3.957,-0.190,10.114,10.114,10.758
TSLA,2024-12-30,32,S,C,1.154,-0.008,0.319,0.319,0.538,0.538,0.756,0.756,0.538,0.538,0.538,0.538,0.319,0.319,-0.008,1.302,1.302,1.497,-0.008,0.319,0.319,0.538,0.538,0.756,0.756,0.538,0.538,0.538,0.538,0.319,0.319,-0.008,1.302,1.302,1.497
TSLA,2025-01-22,8,L,A,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.350,0.715,0.845,1.602,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.350,0.715,0.845,1.602
TSLA,2025-02-18,78,L,C,-1.000,1.233,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.600,1.233,1.920,1.920,2.280,1.233,-1.160,-1.160,-1.160,-1.160,-1.160,-1.160,-1.160,-1.160,-1.160,-1.160,-1.160,-1.160,1.233,2.932,2.932,2.973
TSLA,2025-02-25,5,S,C,2.811,9.589,7.786,7.786,6.585,6.585,5.383,5.383,5.187,5.187,4.549,4.549,4.733,4.733,9.589,17.973,17.973,18.782,9.589,7.786,7.786,6.585,6.585,5.383,5.383,5.187,5.187,4.549,4.549,4.733,4.733,9.589,21.710,21.710,22.136
TSLA,2025-03-04,22,S,S,3.811,5.066,4.378,4.378,3.920,3.920,3.461,3.461,3.653,3.653,3.693,3.693,4.039,4.039,5.066,14.245,14.245,15.528,5.066,4.378,4.378,3.920,3.920,3.461,3.461,3.653,3.653,3.693,3.693,4.039,4.039,5.066,14.245,14.245,15.528
TSLA,2025-03-11,75,S,C,3.762,-1.250,-0.167,-0.167,0.554,0.554,1.276,1.276,0.554,0.554,0.554,0.554,-0.167,-0.167,-0.174,6.000,6.000,8.810,-1.250,-0.167,-0.167,0.554,0.554,1.276,1.276,0.554,0.554,0.554,0.554,-0.167,-0.167,-0.174,6.000,6.000,8.810
TSLA,2025-03-18,70,S,A,-1.000,0.420,1.153,1.153,1.153,1.153,1.153,1.153,1.153,1.153,1.153,1.153,1.153,1.153,0.420,1.862,1.862,2.000,0.420,-1.082,-1.082,-1.082,-1.082,-1.082,-1.082,-1.082,-1.082,-1.082,-1.082,-1.082,-1.082,0.420,2.012,2.012,2.212
TSLA,2025-03-19,25,S,A,0.817,-1.092,-0.430,0.019,0.012,0.333,0.454,0.647,0.012,0.333,0.012,0.333,-0.430,0.019,-0.451,1.451,1.451,2.224,-1.092,-0.430,0.019,0.012,0.333,0.454,0.647,0.012,0.333,0.012,0.333,-0.430,0.019,-0.451,1.451,1.451,2.224
TSLA,2025-03-21,10,L,C,1.708,1.470,1.549,1.549,1.602,1.602,1.654,1.654,1.602,1.602,1.602,1.602,1.549,1.549,1.470,2.574,2.574,3.200,1.470,1.549,1.549,1.602,1.602,1.654,1.654,1.602,1.602,1.602,1.602,1.549,1.549,1.470,2.574,7.041,7.341
TSLA,2025-04-01,22,S,C,-1.000,-0.131,-1.071,-1.071,-1.071,-1.071,-1.071,-1.071,-1.071,-1.071,-1.071,-1.071,-1.071,-1.071,-0.119,2.048,2.048,2.333,-0.131,-1.071,-1.071,-1.071,-1.071,-1.071,-1.071,-1.071,-1.071,-1.071,-1.071,-1.071,-1.071,-0.119,2.048,2.048,2.333
TSLA,2025-04-02,10,L,A,7.344,19.867,16.280,16.280,13.889,13.889,11.498,11.498,9.922,9.922,7.742,7.742,7.060,7.060,19.867,23.789,23.789,24.554,19.867,16.280,16.280,13.889,13.889,11.498,11.498,9.922,9.922,7.742,7.742,7.060,7.060,19.867,63.667,63.667,65.667
TSLA,2025-04-03,11,L,A,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.675,-0.675,0.678,1.580,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.675,-0.675,0.678,1.580
TSLA,2025-04-11,13,L,C,1.818,-1.250,-0.447,0.144,0.089,0.510,0.624,0.877,0.089,0.510,0.089,0.510,-0.447,0.144,-0.719,2.021,2.021,2.854,-1.250,-0.447,0.144,0.089,0.510,0.624,0.877,0.089,0.510,0.089,0.510,-0.447,0.144,-0.719,2.021,2.021,2.854
TSLA,2025-04-17,51,S,C,3.209,2.640,2.792,2.792,2.893,2.893,2.994,2.994,3.233,3.233,3.637,3.637,3.908,3.908,-0.667,6.144,6.144,6.451,2.640,2.792,2.792,2.893,2.893,2.994,2.994,3.233,3.233,3.637,3.637,3.908,3.908,-0.667,6.144,6.144,6.451
TSLA,2025-04-23,61,L,S,3.554,3.651,4.045,4.045,4.307,4.307,4.570,4.570,4.395,4.395,4.647,4.647,4.554,4.554,3.651,6.000,6.000,6.193,3.651,4.045,4.045,4.307,4.307,4.570,4.570,4.395,4.395,4.647,4.647,4.554,4.554,3.651,7.337,7.337,7.783
TSLA,2025-04-24,34,L,S,3.564,7.205,6.386,6.386,5.840,5.840,5.294,5.294,5.038,5.038,4.758,4.758,4.763,4.763,7.205,8.872,8.872,9.795,7.205,6.386,6.386,5.840,5.840,5.294,5.294,5.038,5.038,4.758,4.758,4.763,4.763,7.205,8.872,13.282,13.359
TSLA,2025-04-25,15,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.728,0.055,25.831,26.400,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.728,0.055,42.109,42.164
TSLA,2025-04-28,15,L,C,4.231,-1.250,0.642,1.102,1.903,2.231,3.164,3.361,3.215,3.380,4.203,4.269,4.092,4.157,-0.593,5.630,5.630,6.148,-1.250,0.642,1.102,1.903,2.231,3.164,3.361,3.215,3.380,4.203,4.269,4.092,4.157,-0.593,5.630,5.630,6.148
TSLA,2025-05-01,77,L,C,1.143,0.857,1.262,1.262,1.531,1.531,1.801,1.801,1.531,1.531,1.531,1.531,1.262,1.262,0.857,2.214,2.214,3.265,0.857,1.262,1.262,1.531,1.531,1.801,1.801,1.531,1.531,1.531,1.531,1.262,1.262,0.857,4.980,4.980,5.467
TSLA,2025-05-08,63,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.162,2.945,2.945,3.600,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.162,2.945,14.236,14.636
TSLA,2025-06-02,49,S,A,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.514,-0.459,3.176,4.351,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.514,-0.459,6.446,6.851
TSLA,2025-06-09,5,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.184,0.570,0.570,1.904,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.184,0.570,0.570,1.904
TSLA,2025-06-12,36,L,C,-1.000,2.481,-1.212,-1.212,-1.212,-1.212,-1.212,-1.212,-1.212,-1.212,-1.212,-1.212,-1.212,-1.212,2.481,4.487,4.487,5.596,2.481,-1.212,-1.212,-1.212,-1.212,-1.212,-1.212,-1.212,-1.212,-1.212,-1.212,-1.212,-1.212,2.481,4.487,10.808,13.904
TSLA,2025-06-23,6,L,C,-1.000,-1.163,-1.163,-1.163,-1.163,-1.163,-1.163,-1.163,-1.163,-1.163,-1.163,-1.163,-1.163,-1.163,-0.307,0.127,11.831,11.958,-1.163,-1.163,-1.163,-1.163,-1.163,-1.163,-1.163,-1.163,-1.163,-1.163,-1.163,-1.163,-1.163,-0.307,0.127,12.233,12.323
TSLA,2025-08-13,9,L,S,3.898,2.568,2.525,2.525,2.496,2.496,2.467,2.467,2.854,2.854,3.269,3.269,3.684,3.684,-0.610,5.356,5.356,6.305,2.568,2.525,2.525,2.496,2.496,2.467,2.467,2.854,2.854,3.269,3.269,3.684,3.684,-0.610,5.356,5.356,6.305
TSLA,2025-09-11,19,S,A,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.833,-0.833,-0.833,0.121,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.833,-0.833,-0.833,0.121
TSLA,2025-09-22,27,L,C,1.641,2.690,3.077,3.077,3.335,3.335,3.593,3.593,3.663,3.663,4.059,4.059,4.163,4.163,2.690,5.796,5.796,6.437,2.690,3.077,3.077,3.335,3.335,3.593,3.593,3.663,3.663,4.059,4.059,4.163,4.163,2.690,5.796,5.796,6.437
TSLA,2025-10-01,13,L,C,-1.000,-0.243,-1.093,-1.093,-1.093,-1.093,-1.093,-1.093,-1.093,-1.093,-1.093,-1.093,-1.093,-1.093,-0.243,2.921,17.914,18.200,-0.243,-1.093,-1.093,-1.093,-1.093,-1.093,-1.093,-1.093,-1.093,-1.093,-1.093,-1.093,-1.093,-0.243,2.921,22.386,23.071
TSLA,2025-10-09,16,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.641,-0.641,2.636,3.370,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.641,-0.641,2.636,3.370
TSLA,2025-10-13,50,S,A,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.425,1.575,1.575,2.767,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.425,1.575,1.575,2.767
TSLA,2025-10-15,49,L,C,3.368,3.392,3.712,3.712,3.925,3.925,4.138,4.138,4.077,4.077,4.368,4.368,4.376,4.376,3.392,5.598,5.598,5.803,3.392,3.712,3.712,3.925,3.925,4.138,4.138,4.077,4.077,4.368,4.368,4.376,4.376,3.392,5.598,5.598,5.803
TSLA,2025-11-03,44,L,C,-1.000,-1.090,-1.090,-1.090,-1.090,-1.090,-1.090,-1.090,-1.090,-1.090,-1.090,-1.090,-1.090,-1.090,-1.090,-1.090,0.996,1.854,-1.090,-1.090,-1.090,-1.090,-1.090,-1.090,-1.090,-1.090,-1.090,-1.090,-1.090,-1.090,-1.090,-1.090,-1.090,0.996,1.854
