sym,day,entry_i,side,sgrade,book_r,clock_flat_1r,clock_flat_2r,clock_hod_only,clock_30_30_30_10,clock_50_20_20_10,clock_flat_3r,clock_flat_4r,clock_flat_5r,noclock_flat_1r,noclock_flat_2r,noclock_hod_only,noclock_30_30_30_10,noclock_50_20_20_10,noclock_flat_3r,noclock_flat_4r,noclock_flat_5r
META,2026-04-14,11,L,C,1.442,1.000,2.000,3.304,3.928,3.750,3.000,4.000,5.000,1.000,2.000,3.304,3.928,3.750,3.000,4.000,5.000
META,2026-04-21,9,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
META,2026-05-22,51,L,C,4.448,1.000,2.000,3.964,3.964,3.964,3.000,4.000,3.964,1.000,2.000,4.446,4.446,4.446,3.000,4.000,5.000
META,2026-06-04,30,L,S,4.516,1.000,2.000,3.660,3.041,3.218,3.000,4.000,3.926,1.000,2.000,3.660,3.041,3.218,3.000,4.000,5.000
META,2026-06-18,17,S,A,1.430,1.000,2.000,2.301,2.045,2.118,3.000,-1.250,-1.250,1.000,2.000,2.301,2.045,2.118,3.000,-1.250,-1.250
META,2026-06-22,10,S,C,-1.000,-1.101,-1.101,-1.101,-1.205,-1.175,-1.101,-1.101,-1.101,-1.101,-1.101,-1.101,-1.205,-1.175,-1.101,-1.101,-1.101
META,2026-07-01,89,L,A,2.556,1.000,-0.009,-0.009,-0.009,-0.009,-0.009,-0.009,-0.009,1.000,2.000,3.986,3.698,3.780,3.000,4.000,5.000
META,2026-07-09,62,L,C,5.336,1.000,2.000,5.788,5.788,5.788,3.000,4.000,5.000,1.000,2.000,5.577,5.561,5.565,3.000,4.000,5.000
META,2026-07-10,63,L,C,2.049,1.000,2.000,2.446,2.446,2.446,3.000,4.000,2.446,1.000,2.000,2.049,2.049,2.049,3.000,4.000,2.049
META,2026-07-13,12,L,S,1.924,1.000,2.000,1.363,-0.466,0.056,3.000,-1.250,-1.250,1.000,2.000,1.363,-0.466,0.056,3.000,-1.250,-1.250
META,2026-07-14,14,L,C,1.831,1.000,2.000,2.089,1.279,1.510,-1.036,-1.036,-1.036,1.000,2.000,2.089,1.279,1.510,-1.036,-1.036,-1.036
META,2026-07-24,29,S,C,0.311,-1.056,-1.056,-1.056,-1.192,-1.153,-1.056,-1.056,-1.056,-1.056,-1.056,-1.056,-1.192,-1.153,-1.056,-1.056,-1.056
META,2026-08-03,87,L,C,7.031,1.000,1.403,1.403,1.403,1.403,1.403,1.403,1.403,1.000,2.000,6.449,6.035,6.153,3.000,4.000,5.000
META,2026-08-10,10,L,A,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
AMD,2024-08-21,14,L,C,-1.000,1.000,2.000,-1.250,-1.205,-1.218,-1.250,-1.250,-1.250,1.000,2.000,-1.250,-1.205,-1.218,-1.250,-1.250,-1.250
AMD,2024-08-22,28,S,C,0.637,1.000,2.000,-0.368,0.442,0.211,3.000,4.000,5.000,1.000,2.000,-0.368,0.442,0.211,3.000,4.000,5.000
AMD,2024-08-23,13,L,C,2.161,1.000,2.000,1.161,1.116,1.129,3.000,4.000,5.000,1.000,2.000,1.161,1.116,1.129,3.000,4.000,5.000
AMD,2024-09-06,20,S,C,0.648,1.000,2.000,0.674,0.187,0.326,3.000,4.000,5.000,1.000,2.000,0.674,0.187,0.326,3.000,4.000,5.000
AMD,2024-09-27,33,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
AMD,2024-10-14,57,S,A,-1.000,-1.145,-1.145,-1.145,-0.885,-0.960,-1.145,-1.145,-1.145,-1.145,-1.145,-1.145,-0.885,-0.960,-1.145,-1.145,-1.145
AMD,2024-10-15,63,S,C,5.077,1.000,2.000,8.230,7.719,7.865,3.000,4.000,5.000,1.000,2.000,8.230,7.719,7.865,3.000,4.000,5.000
AMD,2024-11-27,6,S,C,0.960,1.000,2.000,0.998,0.747,0.819,3.000,4.000,5.000,1.000,2.000,0.998,0.747,0.819,3.000,4.000,5.000
AMD,2024-12-10,56,S,C,3.433,1.000,1.447,1.447,1.447,1.447,1.447,1.447,1.447,1.000,2.000,2.268,3.260,2.976,3.000,4.000,5.000
AMD,2024-12-16,12,S,A,-1.000,-1.250,-1.250,-1.250,-1.173,-1.195,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.173,-1.195,-1.250,-1.250,-1.250
AMD,2024-12-17,29,S,A,-1.000,1.000,-1.087,-1.087,-0.798,-0.880,-1.087,-1.087,-1.087,1.000,-1.087,-1.087,-0.798,-0.880,-1.087,-1.087,-1.087
AMD,2024-12-19,64,S,C,0.750,1.000,-1.250,0.111,-0.842,-0.569,-1.250,-1.250,-1.250,1.000,-1.250,0.111,-0.842,-0.569,-1.250,-1.250,-1.250
AMD,2024-12-30,11,S,A,-1.000,1.000,2.000,-1.207,-1.166,-1.178,-1.207,-1.207,-1.207,1.000,2.000,-1.207,-1.166,-1.178,-1.207,-1.207,-1.207
AMD,2025-01-14,62,S,C,0.750,1.000,-1.044,0.909,0.177,0.386,-1.044,-1.044,-1.044,1.000,-1.044,0.909,0.177,0.386,-1.044,-1.044,-1.044
AMD,2025-01-30,24,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
AMD,2025-02-06,21,S,A,0.601,1.000,2.000,0.444,0.250,0.306,1.426,1.426,1.426,1.000,2.000,0.444,0.250,0.306,-1.046,-1.046,-1.046
AMD,2025-02-14,14,L,C,1.204,1.000,2.000,1.185,0.822,0.926,-1.000,-1.000,-1.000,1.000,2.000,1.185,0.822,0.926,-1.000,-1.000,-1.000
AMD,2025-02-21,5,L,A,-1.000,-1.250,-1.250,-1.250,-1.158,-1.184,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.158,-1.184,-1.250,-1.250,-1.250
AMD,2025-02-28,10,S,C,-1.000,1.000,2.000,-1.130,-1.214,-1.190,-1.130,-1.130,-1.130,1.000,2.000,-1.130,-1.214,-1.190,-1.130,-1.130,-1.130
AMD,2025-03-12,30,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
AMD,2025-03-17,43,L,C,2.478,1.000,2.000,2.261,2.139,2.174,3.000,-1.087,-1.087,1.000,2.000,2.261,2.139,2.174,3.000,-1.087,-1.087
AMD,2025-03-27,50,S,C,-1.000,-1.089,-1.089,-1.089,-0.884,-0.942,-1.089,-1.089,-1.089,-1.089,-1.089,-1.089,-0.884,-0.942,-1.089,-1.089,-1.089
AMD,2025-04-11,12,L,A,1.119,1.000,2.000,0.427,0.993,0.831,-1.191,-1.191,-1.191,1.000,2.000,0.427,0.993,0.831,-1.191,-1.191,-1.191
AMD,2025-04-21,21,S,C,1.519,1.000,2.000,3.644,3.592,3.606,3.000,4.000,5.000,1.000,2.000,3.644,3.592,3.606,3.000,4.000,5.000
AMD,2025-05-05,13,L,C,1.938,1.000,2.000,3.820,3.135,3.331,3.000,4.000,-1.045,1.000,2.000,3.820,3.135,3.331,3.000,4.000,-1.045
AMD,2025-05-07,55,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
AMD,2025-05-08,6,L,A,7.375,1.000,2.000,9.219,8.059,8.391,3.000,4.000,5.000,1.000,2.000,9.219,8.059,8.391,3.000,4.000,5.000
AMD,2025-05-22,12,S,C,-1.000,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
AMD,2025-05-29,63,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
AMD,2025-06-17,16,L,A,0.740,1.000,2.000,0.623,0.160,0.292,0.013,0.013,0.013,1.000,2.000,0.623,0.160,0.292,-1.052,-1.052,-1.052
AMD,2025-06-23,42,L,A,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
AMD,2025-07-28,23,L,S,0.989,1.000,2.000,0.226,0.264,0.253,-1.185,-1.185,-1.185,1.000,2.000,0.226,0.264,0.253,-1.185,-1.185,-1.185
AMD,2025-08-08,40,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
AMD,2025-08-14,82,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
AMD,2025-08-21,21,S,C,1.827,1.000,2.000,1.993,1.258,1.468,3.000,-1.173,-1.173,1.000,2.000,1.993,1.258,1.468,3.000,-1.173,-1.173
AMD,2025-08-26,86,S,C,0.767,1.000,0.435,0.435,0.435,0.435,0.435,0.435,0.435,1.000,2.000,0.767,0.767,0.767,3.000,4.000,5.000
AMD,2025-09-08,28,S,C,-1.000,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
AMD,2025-10-06,19,S,A,4.358,1.000,2.000,13.816,11.728,12.324,3.000,4.000,5.000,1.000,2.000,13.816,11.728,12.324,3.000,4.000,5.000
AMD,2025-10-08,20,L,S,2.312,1.000,2.000,4.866,4.216,4.402,3.000,4.000,5.000,1.000,2.000,4.866,4.216,4.402,3.000,4.000,5.000
AMD,2025-11-07,34,S,A,-1.000,1.000,2.000,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033,1.000,2.000,-1.033,-1.033,-1.033,-1.033,-1.033,-1.033
AMD,2025-11-18,72,S,C,-1.000,1.000,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
AMD,2025-11-21,12,S,S,7.601,1.000,2.000,10.935,7.469,8.460,3.000,4.000,5.000,1.000,2.000,10.935,7.469,8.460,3.000,4.000,5.000
AMD,2025-11-26,25,S,C,3.422,1.000,2.000,3.014,0.691,1.355,3.000,4.000,-1.233,1.000,2.000,3.014,0.691,1.355,3.000,4.000,-1.233
AMD,2025-12-01,14,L,C,1.522,1.000,2.000,4.164,3.887,3.966,3.000,4.000,5.000,1.000,2.000,4.164,3.887,3.966,3.000,4.000,5.000
AMD,2025-12-17,9,S,C,1.651,1.000,2.000,3.019,3.140,3.106,3.000,4.000,5.000,1.000,2.000,3.019,3.140,3.106,3.000,4.000,5.000
AMD,2026-01-08,18,S,S,3.132,1.000,2.000,1.605,1.992,1.882,3.000,4.000,5.000,1.000,2.000,1.605,1.992,1.882,3.000,4.000,5.000
AMD,2026-01-13,23,L,C,-1.000,1.000,2.000,-1.250,-1.034,-1.095,-1.250,-1.250,-1.250,1.000,2.000,-1.250,-1.034,-1.095,-1.250,-1.250,-1.250
AMD,2026-01-28,61,S,S,0.643,1.000,0.720,0.365,0.365,0.365,0.720,0.720,0.720,1.000,2.000,0.365,0.365,0.365,3.000,4.000,0.762
AMD,2026-01-30,69,L,S,-1.000,1.000,2.000,-1.250,-1.242,-1.245,-1.250,-1.250,-1.250,1.000,2.000,-1.250,-1.242,-1.245,-1.250,-1.250,-1.250
AMD,2026-02-20,47,L,C,2.333,1.000,2.000,2.065,2.463,2.349,3.000,2.688,2.688,1.000,2.000,2.065,2.463,2.349,3.000,-1.091,-1.091
AMD,2026-03-06,51,L,C,-1.000,1.000,-1.250,-1.250,-0.904,-1.003,-1.250,-1.250,-1.250,1.000,-1.250,-1.250,-0.904,-1.003,-1.250,-1.250,-1.250
AMD,2026-03-19,46,L,C,0.950,1.000,2.000,-0.533,-1.035,-0.892,-1.250,-1.250,-1.250,1.000,2.000,-0.533,-1.035,-0.892,-1.250,-1.250,-1.250
AMD,2026-03-24,81,L,C,2.455,0.362,0.362,0.362,0.362,0.362,0.362,0.362,0.362,1.000,2.000,2.375,2.306,2.326,-1.192,-1.192,-1.192
AMD,2026-04-02,35,L,A,1.457,1.000,2.000,3.414,3.221,3.276,3.000,4.000,5.000,1.000,2.000,3.414,3.221,3.276,3.000,4.000,5.000
AMD,2026-04-09,88,L,C,-1.000,0.473,0.473,0.473,0.473,0.473,0.473,0.473,0.473,-1.189,-1.189,-1.189,-1.232,-1.220,-1.189,-1.189,-1.189
AMD,2026-04-16,10,L,C,-1.000,1.000,2.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,1.000,2.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
AMD,2026-04-20,16,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
AMD,2026-05-12,7,L,S,3.323,1.000,2.000,3.773,2.243,2.680,3.000,-1.250,-1.250,1.000,2.000,3.773,2.243,2.680,3.000,-1.250,-1.250
AMD,2026-05-13,11,S,C,4.783,1.000,2.000,12.377,9.486,10.312,3.000,4.000,5.000,1.000,2.000,12.377,9.486,10.312,3.000,4.000,5.000
AMD,2026-05-26,21,L,C,4.400,1.000,2.000,4.309,5.616,5.243,3.000,4.000,5.000,1.000,2.000,4.309,5.616,5.243,3.000,4.000,5.000
AMD,2026-06-05,36,S,S,-1.000,-1.095,-1.095,-1.095,-1.203,-1.172,-1.095,-1.095,-1.095,-1.095,-1.095,-1.095,-1.203,-1.172,-1.095,-1.095,-1.095
AMD,2026-06-09,43,S,A,3.611,1.000,2.000,2.664,3.435,3.215,3.000,4.000,5.000,1.000,2.000,2.664,3.435,3.215,3.000,4.000,5.000
AMD,2026-06-24,17,S,C,-1.000,1.000,2.000,-1.250,-1.250,-1.250,3.000,-1.250,-1.250,1.000,2.000,-1.250,-1.250,-1.250,3.000,-1.250,-1.250
AMD,2026-06-30,54,L,S,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
AMD,2026-07-10,42,L,C,-1.000,1.000,-1.250,-1.250,-0.336,-0.597,-1.250,-1.250,-1.250,1.000,-1.250,-1.250,-0.336,-0.597,-1.250,-1.250,-1.250
AMD,2026-07-22,47,L,C,3.503,1.000,2.000,3.394,3.394,3.394,3.000,3.394,3.394,1.000,2.000,3.180,5.034,4.505,3.000,4.000,5.000
AMD,2026-07-23,41,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
AMD,2026-08-07,15,S,C,6.873,1.000,2.000,5.446,6.150,5.949,3.000,4.000,5.000,1.000,2.000,5.446,6.150,5.949,3.000,4.000,5.000
AMD,2026-08-10,32,S,S,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
GOOGL,2025-01-13,11,S,C,-1.000,-1.250,-1.250,-1.250,-1.005,-1.075,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.005,-1.075,-1.250,-1.250,-1.250
GOOGL,2025-01-22,11,L,S,1.158,1.000,2.000,0.780,0.695,0.720,-1.098,-1.098,-1.098,1.000,2.000,0.780,0.695,0.720,-1.098,-1.098,-1.098
GOOGL,2025-02-28,32,S,C,-1.000,1.000,2.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,1.000,2.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
GOOGL,2025-03-06,43,L,S,0.719,1.000,2.000,1.190,1.634,1.507,1.807,1.807,1.807,1.000,2.000,1.190,1.634,1.507,-1.193,-1.193,-1.193
GOOGL,2025-03-17,13,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
GOOGL,2025-03-25,34,L,C,3.317,1.000,2.000,1.385,2.112,1.904,3.000,4.000,5.000,1.000,2.000,1.385,2.112,1.904,3.000,4.000,5.000
GOOGL,2025-04-08,18,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
GOOGL,2025-05-01,33,S,S,1.966,1.000,2.000,1.241,0.662,0.828,-1.121,-1.121,-1.121,1.000,2.000,1.241,0.662,0.828,-1.121,-1.121,-1.121
GOOGL,2025-05-05,13,L,C,2.782,1.000,2.000,3.429,2.766,2.955,3.000,4.000,3.196,1.000,2.000,3.429,2.766,2.955,3.000,4.000,0.786
GOOGL,2025-06-24,38,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
GOOGL,2025-08-22,55,L,C,-1.000,-1.111,-1.111,-1.111,-0.654,-0.785,-1.111,-1.111,-1.111,-1.111,-1.111,-1.111,-0.654,-0.785,-1.111,-1.111,-1.111
GOOGL,2025-08-25,16,L,S,1.056,1.000,2.000,0.097,0.097,0.097,3.000,2.611,2.611,1.000,2.000,0.097,0.097,0.097,3.000,4.000,1.958
GOOGL,2025-09-25,9,S,C,2.297,1.000,2.000,2.041,2.372,2.277,3.000,-1.250,-1.250,1.000,2.000,2.041,2.372,2.277,3.000,-1.250,-1.250
GOOGL,2025-10-17,78,L,C,-1.000,0.370,0.370,0.370,0.370,0.370,0.370,0.370,0.370,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
GOOGL,2025-12-15,8,S,C,1.571,1.000,2.000,0.704,0.847,0.806,1.230,1.230,1.230,1.000,2.000,0.704,0.847,0.806,3.000,4.000,0.633
GOOGL,2026-01-13,16,L,C,-1.000,1.000,2.000,-1.250,-1.250,-1.250,3.000,-1.250,-1.250,1.000,2.000,-1.250,-1.250,-1.250,3.000,-1.250,-1.250
GOOGL,2026-03-20,12,S,C,1.763,1.000,2.000,2.000,1.988,1.992,3.000,2.593,2.593,1.000,2.000,2.000,1.988,1.992,3.000,4.000,5.000
GOOGL,2026-04-30,15,S,A,-1.000,-1.250,-1.250,-1.250,-1.133,-1.166,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.133,-1.166,-1.250,-1.250,-1.250
GOOGL,2026-05-22,37,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
GOOGL,2026-05-26,9,S,A,-1.000,-1.250,-1.250,-1.250,-0.857,-0.970,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-0.857,-0.970,-1.250,-1.250,-1.250
GOOGL,2026-05-27,11,L,C,2.027,1.000,2.000,2.989,3.012,3.005,3.000,4.000,2.769,1.000,2.000,2.989,3.012,3.005,3.000,4.000,5.000
ACHR,2025-05-15,10,L,A,0.844,1.000,2.000,1.312,0.962,1.062,1.344,1.344,1.344,1.000,2.000,1.312,0.962,1.062,1.812,1.812,1.812
ACHR,2025-10-07,46,L,C,1.714,1.000,2.000,2.600,4.105,3.675,3.000,4.000,4.750,1.000,2.000,2.600,3.300,3.100,3.000,4.000,-1.250
NFLX,2024-08-29,32,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
NFLX,2024-09-24,11,L,S,0.512,1.000,-1.183,1.061,1.033,1.041,-1.183,-1.183,-1.183,1.000,-1.183,1.061,1.033,1.041,-1.183,-1.183,-1.183
NFLX,2024-11-04,20,S,A,-1.000,-1.043,-1.043,-1.043,-0.368,-0.561,-1.043,-1.043,-1.043,-1.043,-1.043,-1.043,-0.368,-0.561,-1.043,-1.043,-1.043
NFLX,2025-01-03,31,S,S,-1.000,-1.117,-1.117,-1.117,-1.093,-1.100,-1.117,-1.117,-1.117,-1.117,-1.117,-1.117,-1.093,-1.100,-1.117,-1.117,-1.117
NFLX,2025-01-21,6,L,S,-1.000,1.000,2.000,-1.000,-1.175,-1.125,-1.000,-1.000,-1.000,1.000,2.000,-1.000,-1.175,-1.125,-1.000,-1.000,-1.000
NFLX,2025-02-20,65,S,S,-1.000,1.000,2.000,2.937,2.937,2.937,3.000,4.000,5.000,1.000,2.000,-1.033,-0.989,-1.002,3.000,4.000,5.000
NFLX,2025-03-25,19,L,C,3.886,1.000,2.000,3.257,3.555,3.470,3.000,4.000,5.000,1.000,2.000,3.257,3.555,3.470,3.000,4.000,5.000
NFLX,2025-04-01,29,S,S,1.496,1.000,2.000,2.494,2.663,2.615,3.000,4.000,5.000,1.000,2.000,2.494,2.663,2.615,3.000,4.000,5.000
NFLX,2025-04-22,44,L,C,5.719,1.000,2.000,5.419,5.247,5.296,3.000,4.000,5.000,1.000,2.000,5.419,5.247,5.296,3.000,4.000,5.000
NFLX,2025-04-29,52,L,C,-1.000,-1.250,-1.250,-1.250,-1.124,-1.160,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.124,-1.160,-1.250,-1.250,-1.250
NFLX,2025-05-22,27,L,S,-1.000,-1.000,-1.000,-1.000,-0.937,-0.955,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000,-0.937,-0.955,-1.000,-1.000,-1.000
NFLX,2025-06-25,9,L,C,1.555,1.000,2.000,2.436,2.396,2.408,3.000,-0.803,-0.803,1.000,2.000,2.436,2.396,2.408,3.000,-1.000,-1.000
NFLX,2025-08-20,30,S,S,3.408,1.000,2.000,3.925,4.291,4.186,3.000,4.000,5.000,1.000,2.000,3.925,4.291,4.186,3.000,4.000,5.000
NFLX,2025-08-26,11,L,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
NFLX,2025-09-04,13,L,C,-1.000,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
NFLX,2025-09-19,32,S,C,1.681,1.000,2.000,2.390,2.057,2.152,-1.085,-1.085,-1.085,1.000,2.000,2.390,2.057,2.152,-1.085,-1.085,-1.085
NFLX,2025-12-22,19,S,C,0.667,1.000,-1.250,0.139,-0.153,-0.069,-1.250,-1.250,-1.250,1.000,-1.250,0.139,-0.153,-0.069,-1.250,-1.250,-1.250
NFLX,2026-01-06,11,S,A,-1.000,-1.029,-1.029,-1.029,-1.184,-1.140,-1.029,-1.029,-1.029,-1.029,-1.029,-1.029,-1.184,-1.140,-1.029,-1.029,-1.029
NFLX,2026-02-04,36,S,C,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
NFLX,2026-02-26,8,L,C,3.746,1.000,2.000,3.947,4.522,4.358,3.000,4.000,5.000,1.000,2.000,3.947,4.522,4.358,3.000,4.000,5.000
NFLX,2026-03-02,15,L,C,5.109,1.000,2.000,4.859,4.694,4.741,3.000,4.000,5.000,1.000,2.000,4.859,4.694,4.741,3.000,4.000,5.000
NFLX,2026-03-10,13,S,A,-1.000,-1.063,-1.063,-1.063,-1.194,-1.156,-1.063,-1.063,-1.063,-1.063,-1.063,-1.063,-1.194,-1.156,-1.063,-1.063,-1.063
NFLX,2026-03-30,17,L,A,-1.000,-1.103,-1.103,-1.103,-1.134,-1.125,-1.103,-1.103,-1.103,-1.103,-1.103,-1.103,-1.134,-1.125,-1.103,-1.103,-1.103
NFLX,2026-04-17,38,L,C,-1.000,1.000,2.000,-1.250,-0.651,-0.822,-1.250,-1.250,-1.250,1.000,2.000,-1.250,-0.651,-0.822,-1.250,-1.250,-1.250
NFLX,2026-06-02,15,S,A,1.115,1.000,2.000,3.300,3.335,3.325,3.000,4.000,0.650,1.000,2.000,3.300,3.335,3.325,3.000,4.000,5.000
NFLX,2026-06-03,28,S,C,0.526,1.000,2.000,0.000,0.258,0.184,3.000,3.000,3.000,1.000,2.000,0.000,0.258,0.184,3.000,4.000,5.000
NFLX,2026-06-04,52,S,C,4.960,1.000,2.000,2.417,2.504,2.479,3.000,4.000,5.000,1.000,2.000,2.417,2.504,2.479,3.000,4.000,5.000
NFLX,2026-06-18,8,S,C,1.083,1.000,2.000,1.278,2.094,1.861,3.000,-1.167,-1.167,1.000,2.000,1.278,2.094,1.861,3.000,-1.167,-1.167
NFLX,2026-07-17,30,L,C,6.329,1.000,2.000,3.909,6.182,5.533,3.000,4.000,5.000,1.000,2.000,3.909,6.182,5.533,3.000,4.000,5.000
NFLX,2026-07-23,71,L,C,-1.000,1.000,2.000,0.850,0.850,0.850,3.000,0.850,0.850,1.000,2.000,-1.250,-1.250,-1.250,3.000,-1.250,-1.250
ORCL,2024-09-03,11,L,C,1.020,1.000,2.000,1.557,2.007,1.878,3.000,0.120,0.120,1.000,2.000,1.557,2.007,1.878,3.000,-1.160,-1.160
ORCL,2024-11-06,21,L,C,1.767,1.000,2.000,1.278,2.094,1.861,3.000,4.000,5.000,1.000,2.000,1.278,2.094,1.861,3.000,4.000,5.000
ORCL,2024-11-08,11,L,C,2.566,1.000,2.000,1.026,1.339,1.250,3.000,2.763,2.763,1.000,2.000,1.026,1.339,1.250,3.000,4.000,5.000
ORCL,2024-11-13,40,L,A,-1.000,-1.086,-1.086,-1.086,-0.866,-0.929,-1.086,-1.086,-1.086,-1.086,-1.086,-1.086,-0.866,-0.929,-1.086,-1.086,-1.086
ORCL,2025-01-28,72,S,A,-1.000,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250,-1.250
ORCL,2025-01-29,61,S,S,-1.000,1.000,-1.083,-1.083,-0.843,-0.911,-1.083,-1.083,-1.083,1.000,-1.083,-1.083,-0.843,-0.911,-1.083,-1.083,-1.083
ORCL,2025-02-24,20,S,A,3.946,1.000,2.000,5.982,5.795,5.848,3.000,4.000,5.000,1.000,2.000,5.982,5.795,5.848,3.000,4.000,5.000
ORCL,2025-03-12,18,S,C,-1.000,1.000,-1.250,-1.250,-0.458,-0.684,-1.250,-1.250,-1.250,1.000,-1.250,-1.250,-0.458,-0.684,-1.250,-1.250,-1.250
ORCL,2025-03-17,21,L,A,0.940,1.000,2.000,1.529,2.260,2.051,3.000,-1.026,-1.026,1.000,2.000,1.529,2.260,2.051,3.000,-1.026,-1.026
ORCL,2025-03-24,36,S,A,0.899,1.000,2.000,1.233,0.463,0.683,-1.200,-1.200,-1.200,1.000,2.000,1.233,0.463,0.683,-1.200,-1.200,-1.200
ORCL,2025-03-31,22,S,C,0.776,1.000,-1.042,-1.042,-1.187,-1.146,-1.042,-1.042,-1.042,1.000,-1.042,-1.042,-1.187,-1.146,-1.042,-1.042,-1.042
