symbol,day,time,direction,bot_grade,bot_status,taken,min_since_open,stop_pct,dist_nearest_level_pct,levels_in_2r_path,clear_road,capture_rank_dir,body_ratio,displacement,open_pos_in_pd_range,with_day_trend,is_first_5min,risk_reward_room
NVDA,2025-09-03,15:54,put,D,skipped_d,0,384.0,0.041,0.041,0,0,30,0.121,1.92,0.74,1,0,5.0
NVDA,2025-09-29,09:42,call,D,skipped_d,1,12.0,0.087,0.087,0,1,1,0.613,1.33,1.14,1,0,5.0
NVDA,2025-09-29,09:43,call,B,fired,1,13.0,0.33,0.33,0,1,2,0.738,1.75,1.14,1,0,5.0
NVDA,2025-09-29,09:52,call,C,skipped_tight_stop,0,22.0,0.164,0.164,0,1,3,0.499,1.01,1.14,1,0,5.0
NVDA,2025-09-29,09:53,call,C,fired,0,23.0,0.355,0.355,0,1,4,0.905,1.47,1.14,1,0,5.0
NVDA,2025-09-29,10:02,call,D,skipped_d,0,32.0,0.011,0.011,0,1,5,0.249,1.76,1.14,1,0,5.0
NVDA,2025-09-29,10:04,call,C,skipped_tight_stop,0,34.0,0.207,0.207,0,1,6,0.717,1.43,1.14,1,0,5.0
NVDA,2025-09-29,10:13,call,D,skipped_d,0,43.0,0.085,0.085,0,1,7,0.238,1.22,1.14,1,0,5.0
NVDA,2025-09-29,10:16,call,D,skipped_d,0,46.0,0.066,0.066,0,1,8,0.082,1.29,1.14,1,0,5.0
NVDA,2025-09-29,10:21,call,D,skipped_d,0,51.0,0.137,0.137,0,1,9,0.859,2.22,1.14,1,0,5.0
NVDA,2025-09-29,10:23,call,C,fired,0,53.0,0.25,0.25,0,1,10,0.853,2.31,1.14,1,0,5.0
NVDA,2025-09-29,10:37,call,D,skipped_d,0,67.0,0.126,0.126,0,1,11,0.103,1.89,1.14,1,0,5.0
NVDA,2025-09-29,10:39,call,C,fired,0,69.0,0.284,0.284,0,1,12,0.977,2.04,1.14,1,0,5.0
NVDA,2025-09-29,10:40,call,D,skipped_d,0,70.0,0.188,0.188,0,1,13,0.603,1.84,1.14,1,0,5.0
NVDA,2025-09-29,11:16,call,D,skipped_d,0,106.0,0.066,0.066,0,1,14,0.219,1.82,1.14,1,0,5.0
NVDA,2025-09-29,11:19,put,D,skipped_d,0,109.0,0.142,0.038,0,0,1,0.53,3.02,1.14,0,0,5.0
NVDA,2025-09-29,11:22,put,D,skipped_d,0,112.0,0.135,0.031,0,0,2,0.225,1.34,1.14,0,0,5.0
NVDA,2025-09-29,11:30,put,D,skipped_d,0,120.0,0.078,0.237,0,0,3,0.344,1.29,1.14,0,0,5.0
NVDA,2025-09-29,11:33,put,D,skipped_d,0,123.0,0.096,0.255,0,0,4,0.068,0.95,1.14,0,0,5.0
NVDA,2025-09-29,11:34,put,D,skipped_d,0,124.0,0.214,0.373,0,0,5,0.571,2.05,1.14,0,0,4.26
NVDA,2025-09-29,14:07,call,D,skipped_d,0,277.0,0.085,0.503,0,0,15,0.323,2.69,1.14,1,0,5.0
NVDA,2025-10-10,09:57,call,B,fired,0,27.0,0.205,0.009,0,0,1,0.652,2.22,0.58,1,0,3.23
NVDA,2025-10-10,09:58,call,D,skipped_d,0,28.0,0.049,0.049,0,0,2,0.287,2.56,0.58,1,0,5.0
NVDA,2025-10-10,10:02,call,D,skipped_d,1,32.0,0.052,0.052,0,0,3,0.823,1.65,0.58,1,0,5.0
NVDA,2025-10-10,10:03,call,D,skipped_d,1,33.0,0.01,0.01,0,0,4,0.231,1.29,0.58,1,0,5.0
NVDA,2025-10-10,10:05,call,D,skipped_d,1,35.0,0.124,0.124,0,0,5,0.5,1.42,0.58,1,0,4.42
NVDA,2025-10-10,10:08,call,D,skipped_d,1,38.0,0.098,0.098,0,0,6,0.077,1.26,0.58,1,0,5.0
NVDA,2025-10-10,10:11,call,C,fired,0,41.0,0.429,0.239,1,0,7,0.864,2.62,0.58,1,0,5.0
NVDA,2025-10-10,10:31,call,D,skipped_d,0,61.0,0.026,0.026,0,1,8,0.23,1.33,0.58,1,0,5.0
NVDA,2025-10-10,10:32,call,D,skipped_d,0,62.0,0.065,0.065,0,1,9,0.223,1.36,0.58,1,0,5.0
NVDA,2025-10-10,10:37,call,D,skipped_d,0,67.0,0.01,0.01,0,1,10,0.897,1.32,0.58,1,0,5.0
NVDA,2025-10-10,10:45,call,D,skipped_d,0,75.0,0.026,0.026,0,1,11,0.519,1.65,0.58,1,0,5.0
NVDA,2025-10-10,10:47,call,D,skipped_d,0,77.0,0.041,0.041,0,1,12,0.692,1.25,0.58,1,0,5.0
NVDA,2025-10-10,10:50,call,D,skipped_d,0,80.0,0.038,0.038,0,1,13,0.455,1.47,0.58,1,0,5.0
NVDA,2025-10-10,10:55,call,D,skipped_d,0,85.0,0.084,0.084,0,1,14,0.795,1.91,0.58,1,0,5.0
NVDA,2025-10-10,10:59,call,D,skipped_d,0,89.0,0.274,0.078,0,0,15,0.288,6.94,0.58,1,0,2.16
NVDA,2025-10-10,10:59,call,D,skipped_d,0,89.0,0.078,0.078,0,0,16,0.288,6.94,0.58,1,0,5.0
NVDA,2025-10-10,11:08,put,D,skipped_d,0,98.0,0.085,0.085,1,0,1,0.667,1.76,0.58,1,0,5.0
NVDA,2025-10-10,11:09,put,B,fired,0,99.0,0.182,0.0,0,0,2,0.239,1.65,0.58,1,0,2.4
NVDA,2025-10-10,11:09,put,C,fired,0,99.0,0.573,0.0,1,0,3,0.239,1.65,0.58,1,0,5.0
NVDA,2025-10-10,11:17,put,C,fired,0,107.0,0.554,0.068,1,0,4,0.653,1.94,0.58,1,0,5.0
NVDA,2025-10-10,11:17,put,C,fired,0,107.0,0.371,0.068,1,0,5,0.653,1.94,0.58,1,0,5.0
NVDA,2025-10-10,11:18,put,C,fired,0,108.0,0.972,0.347,0,1,6,0.797,2.78,0.58,1,0,5.0
NVDA,2025-10-10,11:18,put,A+,fired,0,108.0,0.788,0.347,0,1,7,0.797,2.78,0.58,1,0,5.0
NVDA,2025-10-10,11:20,put,A+,fired,0,110.0,0.59,0.59,0,1,8,0.571,1.91,0.58,1,0,5.0
NVDA,2025-10-10,11:21,put,A+,fired,0,111.0,1.042,1.042,0,1,9,0.886,2.25,0.58,1,0,5.0
NVDA,2025-10-10,11:29,put,D,skipped_d,0,119.0,0.408,1.18,0,1,10,0.294,1.52,0.58,1,0,5.0
NVDA,2025-10-10,13:14,call,D,skipped_d,0,224.0,0.147,2.171,0,0,17,0.203,1.98,0.58,0,0,5.0
NVDA,2025-10-10,13:15,call,C,fired,0,225.0,0.319,1.995,0,0,18,0.6,1.69,0.58,0,0,5.0
NVDA,2025-10-24,09:36,call,A+,fired,0,6.0,0.534,0.075,0,1,1,0.824,1.5,1.25,1,0,5.0
NVDA,2025-10-24,09:37,call,D,skipped_d,0,7.0,0.118,0.118,0,1,2,0.175,1.7,1.25,1,0,5.0
NVDA,2025-10-24,09:38,call,C,skipped_tight_stop,0,8.0,0.227,0.227,0,1,3,0.424,1.76,1.25,1,0,5.0
NVDA,2025-10-24,09:40,call,C,fired,0,10.0,0.264,0.264,0,1,4,0.779,1.13,1.25,1,0,5.0
NVDA,2025-10-24,09:43,call,D,skipped_d,1,13.0,0.097,0.097,0,1,5,0.367,1.38,1.25,1,0,5.0
NVDA,2025-10-24,09:48,call,D,skipped_d,1,18.0,0.075,0.075,0,1,6,0.549,1.83,1.25,1,0,5.0
NVDA,2025-10-24,09:50,call,D,skipped_d,1,20.0,0.016,0.016,0,1,7,0.16,1.07,1.25,1,0,5.0
NVDA,2025-10-24,09:51,call,D,skipped_d,1,21.0,0.043,0.043,0,1,8,0.262,1.09,1.25,1,0,5.0
NVDA,2025-10-24,09:52,call,D,skipped_d,0,22.0,0.127,0.127,0,1,9,0.464,1.18,1.25,1,0,5.0
NVDA,2025-10-24,09:58,call,D,skipped_d,0,28.0,0.044,0.044,0,1,10,0.419,1.28,1.25,1,0,5.0
NVDA,2025-10-24,10:01,call,D,skipped_d,0,31.0,0.047,0.047,0,1,11,0.015,1.5,1.25,1,0,5.0
NVDA,2025-10-24,10:03,call,D,skipped_d,0,33.0,0.013,0.013,0,1,12,0.481,1.24,1.25,1,0,5.0
NVDA,2025-10-24,10:16,call,D,skipped_d,0,46.0,0.049,0.049,0,0,13,0.83,1.26,1.25,1,0,5.0
NVDA,2025-10-24,10:28,call,C,skipped_tight_stop,0,58.0,0.154,0.154,1,0,14,0.689,2.16,1.25,1,0,5.0
NVDA,2025-10-24,10:31,call,D,skipped_d,0,61.0,0.024,0.024,0,0,15,0.742,2.04,1.25,1,0,5.0
NVDA,2025-10-24,10:32,call,C,skipped_tight_stop,0,62.0,0.174,0.174,1,0,16,0.899,2.24,1.25,1,0,5.0
NVDA,2025-10-24,10:56,call,D,skipped_d,0,86.0,0.03,0.03,0,0,17,0.443,2.83,1.25,1,0,5.0
NVDA,2025-10-24,10:57,call,D,skipped_d,0,87.0,0.141,0.141,0,0,18,0.905,2.86,1.25,1,0,2.27
NVDA,2025-10-24,10:58,call,C,skipped_tight_stop,0,88.0,0.189,0.189,1,0,19,0.806,2.87,1.25,1,0,5.0
NVDA,2025-10-24,11:25,call,D,skipped_d,0,115.0,0.0,0.0,0,1,20,0.16,1.59,1.25,1,0,5.0
NVDA,2025-10-24,11:26,call,D,skipped_d,0,116.0,0.016,0.016,0,1,21,0.239,1.08,1.25,1,0,5.0
NVDA,2025-10-24,11:27,call,D,skipped_d,0,117.0,0.03,0.03,0,1,22,0.176,0.98,1.25,1,0,5.0
NVDA,2025-10-24,11:31,call,D,skipped_d,0,121.0,0.027,0.027,0,1,23,0.84,1.91,1.25,1,0,5.0
NVDA,2025-10-24,11:36,call,D,skipped_d,0,126.0,0.011,0.011,0,1,24,0.923,1.96,1.25,1,0,5.0
NVDA,2025-10-24,11:37,call,D,skipped_d,0,127.0,0.005,0.005,0,1,25,0.125,2.01,1.25,1,0,5.0
NVDA,2025-10-24,11:38,call,D,skipped_d,0,128.0,0.022,0.022,0,1,26,0.398,1.72,1.25,1,0,5.0
NVDA,2025-10-24,11:39,call,D,skipped_d,0,129.0,0.011,0.011,0,1,27,0.209,0.9,1.25,1,0,5.0
NVDA,2025-10-24,11:43,call,D,skipped_d,0,133.0,0.004,0.004,0,1,28,0.934,1.87,1.25,1,0,5.0
NVDA,2025-10-24,11:51,call,D,skipped_d,0,141.0,0.129,0.129,0,1,29,0.789,2.61,1.25,1,0,5.0
NVDA,2025-10-24,11:54,call,D,skipped_d,0,144.0,0.001,0.001,0,1,30,0.399,2.18,1.25,1,0,5.0
NVDA,2025-10-24,12:21,call,D,skipped_d,0,171.0,0.005,0.005,0,1,31,0.094,1.97,1.25,1,0,5.0
NVDA,2025-10-24,12:22,call,D,skipped_d,0,172.0,0.002,0.002,0,1,32,0.055,2.05,1.25,1,0,5.0
NVDA,2025-10-24,12:44,call,D,skipped_d,0,194.0,0.11,0.105,1,0,33,0.25,1.32,1.25,1,0,5.0
NVDA,2025-10-24,13:39,call,D,skipped_d,0,249.0,0.067,0.067,0,1,34,0.955,2.5,1.25,1,0,5.0
NVDA,2025-10-24,13:40,call,D,skipped_d,0,250.0,0.016,0.016,0,1,35,0.909,1.87,1.25,1,0,5.0
NVDA,2025-10-24,13:41,call,D,skipped_d,0,251.0,0.003,0.003,0,1,36,0.174,2.02,1.25,1,0,5.0
NVDA,2025-10-24,13:43,call,D,skipped_d,0,253.0,0.057,0.057,0,1,37,0.917,1.79,1.25,1,0,5.0
NVDA,2025-10-24,13:45,call,D,skipped_d,0,255.0,0.016,0.016,0,1,38,0.091,1.74,1.25,1,0,5.0
NVDA,2025-10-24,13:46,call,D,skipped_d,0,256.0,0.092,0.092,0,1,39,0.933,2.2,1.25,1,0,5.0
NVDA,2025-10-24,14:21,call,D,skipped_d,0,291.0,0.011,0.011,0,1,40,0.5,3.01,1.25,1,0,5.0
NVDA,2025-10-24,14:23,call,D,skipped_d,0,293.0,0.062,0.062,0,1,41,0.536,1.81,1.25,1,0,5.0
NVDA,2025-10-24,14:24,call,D,skipped_d,0,294.0,0.016,0.016,0,1,42,0.943,1.49,1.25,1,0,5.0
NVDA,2025-10-24,14:31,put,D,skipped_d,0,301.0,0.05,0.051,0,0,1,0.583,2.36,1.25,0,0,5.0
NVDA,2025-10-24,14:35,put,D,skipped_d,0,305.0,0.055,0.057,0,0,2,0.25,1.35,1.25,0,0,5.0
NVDA,2025-10-24,14:36,put,D,skipped_d,0,306.0,0.04,0.041,0,0,3,0.488,1.29,1.25,0,0,5.0
NVDA,2025-10-24,14:38,put,D,skipped_d,0,308.0,0.066,0.067,0,0,4,0.743,1.05,1.25,0,0,5.0
NVDA,2025-10-29,10:03,call,D,skipped_d,0,33.0,0.012,0.012,0,1,1,0.846,1.79,1.43,1,0,5.0
NVDA,2025-10-29,10:12,call,B,fired,0,42.0,0.157,0.157,0,0,2,0.5,1.83,1.43,1,0,4.18
NVDA,2025-10-29,10:13,call,C,fired,0,43.0,0.267,0.267,0,0,3,0.648,1.67,1.43,1,0,2.05
NVDA,2025-10-29,10:46,call,D,skipped_d,0,76.0,0.012,0.012,0,0,4,0.722,2.42,1.43,1,0,5.0
NVDA,2025-10-29,11:49,put,D,skipped_d,0,139.0,0.014,0.014,0,0,1,0.719,3.14,1.43,1,0,5.0
NVDA,2025-10-29,11:50,put,C,fired,0,140.0,0.31,0.31,1,0,2,0.646,2.39,1.43,1,0,5.0
NVDA,2025-10-29,11:56,put,D,skipped_d,0,146.0,0.034,0.034,0,0,3,0.513,0.98,1.43,1,0,5.0
NVDA,2025-10-29,12:01,put,D,skipped_d,0,151.0,0.034,0.034,0,0,4,0.507,1.25,1.43,1,0,5.0
NVDA,2025-10-29,12:02,put,C,fired,0,152.0,0.339,0.339,1,0,5,0.94,2.34,1.43,1,0,4.63
NVDA,2025-10-29,12:03,put,C,fired,0,153.0,0.434,0.434,1,0,6,0.513,2.55,1.43,1,0,3.4
NVDA,2025-10-29,12:04,put,C,fired,0,154.0,0.731,0.189,2,0,7,0.798,3.29,1.43,1,0,5.0
NVDA,2025-10-29,12:59,put,D,skipped_d,0,209.0,0.079,0.079,0,0,8,0.731,2.14,1.43,1,0,5.0
NVDA,2025-10-29,13:00,put,D,skipped_d,0,210.0,0.022,0.022,0,0,9,0.469,2.12,1.43,1,0,5.0
NVDA,2025-10-29,13:14,put,D,skipped_d,0,224.0,0.029,0.029,0,0,10,0.123,1.73,1.43,1,0,5.0
NVDA,2025-10-29,13:15,put,D,skipped_d,0,225.0,0.005,0.005,0,0,11,0.218,1.7,1.43,1,0,5.0
NVDA,2025-10-29,13:16,put,D,skipped_d,0,226.0,0.039,0.039,0,0,12,0.432,1.31,1.43,1,0,5.0
NVDA,2025-10-29,13:17,put,D,skipped_d,0,227.0,0.029,0.029,0,0,13,0.12,1.06,1.43,1,0,5.0
NVDA,2025-10-29,13:18,put,D,skipped_d,0,228.0,0.104,0.104,0,0,14,0.66,1.3,1.43,1,0,5.0
NVDA,2025-10-29,13:20,put,D,skipped_d,0,230.0,0.126,0.126,0,0,15,0.929,1.09,1.43,1,0,5.0
NVDA,2025-10-29,13:45,put,D,skipped_d,0,255.0,0.072,0.072,0,0,16,0.12,1.3,1.43,1,0,5.0
NVDA,2025-10-29,14:00,call,D,skipped_d,0,270.0,0.125,0.116,0,0,5,0.057,1.85,1.43,0,0,5.0
NVDA,2025-10-29,14:05,put,D,skipped_d,0,275.0,0.043,0.043,0,0,17,0.319,2.13,1.43,1,0,5.0
NVDA,2025-10-29,14:14,put,D,skipped_d,0,284.0,0.048,0.048,0,0,18,0.333,1.48,1.43,1,0,5.0
NVDA,2025-10-29,14:23,put,D,skipped_d,0,293.0,0.077,0.077,0,0,19,0.586,1.22,1.43,1,0,5.0
NVDA,2025-10-29,14:26,put,C,fired,0,296.0,0.252,0.252,0,0,20,0.753,1.69,1.43,1,0,2.63
NVDA,2025-10-29,14:30,put,D,skipped_d,0,300.0,0.089,0.089,0,0,21,0.113,1.89,1.43,1,0,5.0
NVDA,2025-10-29,14:31,put,D,skipped_d,0,301.0,0.04,0.04,0,0,22,0.403,1.73,1.43,1,0,5.0
NVDA,2025-10-29,14:32,put,D,skipped_d,0,302.0,0.005,0.005,0,0,23,0.114,1.54,1.43,1,0,5.0
NVDA,2025-10-29,14:35,put,C,fired,0,305.0,0.577,0.341,1,0,24,0.92,4.87,1.43,1,0,2.32
NVDA,2025-10-29,14:41,put,D,skipped_d,0,311.0,0.063,0.063,0,0,25,0.294,2.95,1.43,1,0,5.0
NVDA,2025-10-29,14:56,put,D,skipped_d,0,326.0,0.123,0.123,0,0,26,0.823,1.21,1.43,1,0,5.0
NVDA,2025-10-29,14:58,put,D,skipped_d,0,328.0,0.118,0.118,0,0,27,0.637,1.1,1.43,1,0,5.0
NVDA,2025-10-29,15:01,put,C,fired,0,331.0,0.334,0.334,1,0,28,0.889,1.04,1.43,1,0,4.71
NVDA,2025-10-29,15:12,put,D,skipped_d,0,342.0,0.048,0.048,0,0,29,0.426,1.72,1.43,1,0,5.0
NVDA,2025-10-29,15:25,put,D,skipped_d,0,355.0,0.043,0.043,0,0,30,0.769,1.99,1.43,1,0,5.0
NVDA,2025-10-29,15:26,put,D,skipped_d,0,356.0,0.053,0.053,0,0,31,0.25,2.13,1.43,1,0,5.0
NVDA,2025-10-29,15:28,put,D,skipped_d,0,358.0,0.048,0.048,0,0,32,0.025,1.16,1.43,1,0,5.0
NVDA,2025-10-29,15:29,put,D,skipped_d,0,359.0,0.024,0.024,0,0,33,0.255,1.19,1.43,1,0,5.0
NVDA,2025-10-29,15:32,put,D,skipped_d,0,362.0,0.006,0.006,0,0,34,0.453,2.03,1.43,1,0,5.0
NVDA,2025-10-29,15:33,put,D,skipped_d,0,363.0,0.014,0.014,0,0,35,0.12,2.0,1.43,1,0,5.0
NVDA,2025-10-29,15:34,put,D,skipped_d,0,364.0,0.005,0.005,0,0,36,0.128,1.23,1.43,1,0,5.0
NVDA,2025-10-29,15:35,put,D,skipped_d,0,365.0,0.111,0.111,0,0,37,0.745,0.91,1.43,1,0,5.0
NVDA,2025-10-29,15:44,put,C,skipped_tight_stop,0,374.0,0.16,0.16,0,0,38,0.71,2.32,1.43,1,0,4.73
NVDA,2025-10-29,15:46,put,C,fired,0,376.0,0.237,0.237,0,0,39,0.885,1.44,1.43,1,0,2.86
NVDA,2025-10-29,15:53,put,D,skipped_d,0,383.0,0.147,0.147,0,0,40,0.74,2.11,1.43,1,0,5.0
NVDA,2025-10-29,15:58,put,D,skipped_d,0,388.0,0.041,0.041,0,0,41,0.638,1.16,1.43,1,0,5.0
NVDA,2025-10-29,15:59,put,D,skipped_d,0,389.0,0.019,0.019,0,0,42,0.078,1.83,1.43,1,0,5.0
NVDA,2025-12-08,09:35,call,C,skipped_tight_stop,0,5.0,0.248,0.248,1,0,1,0.764,1.59,0.46,1,1,5.0
NVDA,2025-12-08,09:36,call,D,skipped_d,0,6.0,0.038,0.038,0,0,2,0.661,1.09,0.46,1,0,5.0
NVDA,2025-12-08,09:37,call,D,skipped_d,0,7.0,0.014,0.014,0,0,3,0.114,1.04,0.46,1,0,5.0
NVDA,2025-12-08,09:38,call,B,fired,0,8.0,0.325,0.236,1,0,4,0.944,0.85,0.46,1,0,5.0
NVDA,2025-12-08,09:43,call,C,skipped_tight_stop,0,13.0,0.203,0.203,1,0,5,0.562,1.23,0.46,1,0,5.0
NVDA,2025-12-08,09:47,call,D,skipped_d,0,17.0,0.054,0.054,0,0,6,0.584,1.22,0.46,1,0,5.0
NVDA,2025-12-08,10:08,call,D,skipped_d,0,38.0,0.03,0.03,0,0,7,0.451,1.22,0.46,1,0,5.0
NVDA,2025-12-08,10:12,call,D,skipped_d,0,42.0,0.027,0.027,0,0,8,0.758,1.67,0.46,1,0,5.0
NVDA,2025-12-08,10:14,call,D,skipped_d,0,44.0,0.12,0.12,0,0,9,0.727,1.45,0.46,1,0,5.0
NVDA,2025-12-08,10:15,call,D,skipped_d,0,45.0,0.027,0.027,0,0,10,0.425,1.76,0.46,1,0,5.0
NVDA,2025-12-08,10:16,call,D,skipped_d,0,46.0,0.014,0.014,0,0,11,0.091,1.74,0.46,1,0,5.0
NVDA,2025-12-08,10:33,call,C,fired,0,63.0,0.275,0.275,0,0,12,0.704,2.19,0.46,1,0,2.01
NVDA,2025-12-08,11:06,call,D,skipped_d,0,96.0,0.04,0.04,0,0,13,0.668,1.79,0.46,1,0,5.0
NVDA,2025-12-08,12:03,call,D,skipped_d,0,153.0,0.014,0.014,0,0,14,0.574,2.53,0.46,1,0,5.0
NVDA,2025-12-08,12:04,put,D,skipped_d,0,154.0,0.15,0.036,0,0,1,0.626,1.97,0.46,0,0,2.02
NVDA,2025-12-08,12:05,call,D,skipped_d,0,155.0,0.049,0.049,0,0,15,0.64,2.14,0.46,1,0,5.0
NVDA,2025-12-08,12:08,call,C,skipped_tight_stop,0,158.0,0.18,0.18,0,0,16,0.877,1.5,0.46,1,0,3.61
NVDA,2025-12-08,12:14,call,D,skipped_d,0,164.0,0.052,0.052,0,0,17,0.243,1.53,0.46,1,0,5.0
NVDA,2025-12-08,12:15,call,D,skipped_d,0,165.0,0.055,0.055,0,0,18,0.063,1.54,0.46,1,0,5.0
NVDA,2025-12-08,12:16,call,D,skipped_d,0,166.0,0.109,0.109,0,0,19,0.544,1.81,0.46,1,0,5.0
NVDA,2025-12-08,12:16,put,D,skipped_d,0,166.0,0.071,0.109,1,0,2,0.544,1.81,0.46,0,0,5.0
NVDA,2025-12-08,12:17,call,C,skipped_tight_stop,0,167.0,0.158,0.158,0,0,20,0.819,1.81,0.46,1,0,4.24
NVDA,2025-12-08,12:19,put,D,skipped_d,0,169.0,0.134,0.046,1,0,3,0.477,1.29,0.46,0,0,2.88
NVDA,2025-12-08,12:21,put,D,skipped_d,0,171.0,0.06,0.12,0,0,4,0.373,1.42,0.46,0,0,2.0
NVDA,2025-12-08,12:23,put,D,skipped_d,0,173.0,0.085,0.095,1,0,5,0.431,1.0,0.46,0,0,5.0
NVDA,2025-12-08,12:24,put,D,skipped_d,0,174.0,0.076,0.104,1,0,6,0.156,1.23,0.46,0,0,5.0
NVDA,2025-12-08,12:47,call,D,skipped_d,0,197.0,0.055,0.055,0,0,21,0.923,2.59,0.46,1,0,5.0
NVDA,2025-12-08,12:50,call,D,skipped_d,0,200.0,0.03,0.03,0,0,22,0.318,1.53,0.46,1,0,5.0
NVDA,2025-12-08,12:52,call,D,skipped_d,0,202.0,0.038,0.038,0,0,23,0.517,1.57,0.46,1,0,5.0
NVDA,2025-12-08,12:56,call,C,fired,0,206.0,0.769,0.054,2,0,24,0.899,7.48,0.46,1,0,5.0
NVDA,2025-12-08,12:57,call,C,fired,0,207.0,1.389,0.011,0,1,25,0.939,10.22,0.46,1,0,5.0
NVDA,2025-12-08,12:58,call,C,skipped_tight_stop,0,208.0,0.187,0.187,0,1,26,0.361,11.53,0.46,1,0,5.0
NVDA,2025-12-08,12:59,call,D,skipped_d,0,209.0,0.07,0.07,0,1,27,0.338,6.24,0.46,1,0,5.0
NVDA,2025-12-08,13:00,call,C,skipped_tight_stop,0,210.0,0.199,0.199,0,1,28,0.193,3.6,0.46,1,0,5.0
NVDA,2025-12-08,13:03,call,D,skipped_d,0,213.0,0.015,0.015,0,1,29,0.778,2.44,0.46,1,0,5.0
NVDA,2025-12-08,13:04,call,D,skipped_d,0,214.0,0.124,0.124,0,1,30,0.455,2.13,0.46,1,0,5.0
NVDA,2025-12-08,13:07,call,C,skipped_tight_stop,0,217.0,0.263,0.263,0,1,31,0.683,1.08,0.46,1,0,5.0
NVDA,2025-12-08,13:30,call,D,skipped_d,0,240.0,0.038,0.038,0,1,32,0.415,1.23,0.46,1,0,5.0
NVDA,2025-12-08,13:36,call,D,skipped_d,0,246.0,0.035,0.035,0,1,33,0.324,1.55,0.46,1,0,5.0
NVDA,2025-12-08,13:56,call,D,skipped_d,0,266.0,0.03,0.03,0,0,34,0.449,2.31,0.46,1,0,5.0
NVDA,2025-12-08,14:31,call,D,skipped_d,0,301.0,0.022,0.022,0,0,35,0.585,1.24,0.46,1,0,5.0
NVDA,2025-12-08,14:32,call,D,skipped_d,0,302.0,0.011,0.011,0,0,36,0.118,1.03,0.46,1,0,5.0
NVDA,2025-12-08,14:33,call,D,skipped_d,0,303.0,0.127,0.127,0,0,37,0.737,2.09,0.46,1,0,3.43
NVDA,2025-12-08,14:35,call,C,skipped_tight_stop,0,305.0,0.205,0.205,1,0,38,0.575,2.25,0.46,1,0,5.0
NVDA,2025-12-08,14:44,call,D,skipped_d,0,314.0,0.011,0.011,0,0,39,0.611,1.01,0.46,1,0,5.0
NVDA,2025-12-08,15:15,call,D,skipped_d,0,345.0,0.097,0.097,0,0,40,0.416,2.22,0.46,1,0,4.78
NVDA,2025-12-08,15:18,call,D,skipped_d,0,348.0,0.008,0.008,0,0,41,0.456,2.4,0.46,1,0,5.0
NVDA,2025-12-08,15:19,call,D,skipped_d,0,349.0,0.005,0.005,0,0,42,0.032,1.95,0.46,1,0,5.0
NVDA,2025-12-08,15:20,call,D,skipped_d,0,350.0,0.016,0.016,0,0,43,0.071,1.95,0.46,1,0,5.0
NVDA,2025-12-08,15:21,call,D,skipped_d,0,351.0,0.098,0.098,0,0,44,0.653,1.7,0.46,1,0,4.77
NVDA,2025-12-08,15:23,call,D,skipped_d,0,353.0,0.027,0.027,0,0,45,0.667,1.83,0.46,1,0,5.0
NVDA,2025-12-08,15:25,call,D,skipped_d,0,355.0,0.025,0.025,0,0,46,0.597,1.58,0.46,1,0,5.0
NVDA,2025-12-08,15:26,call,D,skipped_d,0,356.0,0.022,0.022,0,0,47,0.0,1.3,0.46,1,0,5.0
NVDA,2025-12-08,15:27,call,D,skipped_d,0,357.0,0.043,0.043,0,0,48,0.36,1.3,0.46,1,0,5.0
NVDA,2025-12-08,15:28,call,D,skipped_d,0,358.0,0.1,0.1,0,0,49,0.91,1.89,0.46,1,0,4.62
NVDA,2025-12-08,15:30,call,D,skipped_d,0,360.0,0.065,0.065,0,0,50,0.727,1.45,0.46,1,0,5.0
NVDA,2025-12-08,15:34,call,D,skipped_d,0,364.0,0.003,0.003,0,0,51,0.458,1.46,0.46,1,0,5.0
NVDA,2025-12-08,15:50,call,D,skipped_d,0,380.0,0.148,0.148,0,0,52,0.776,2.74,0.46,1,0,2.79
NVDA,2025-12-26,09:35,call,B,fired,0,5.0,0.758,0.221,0,1,1,0.813,1.88,1.44,1,1,5.0
NVDA,2025-12-26,09:38,call,C,skipped_tight_stop,0,8.0,0.188,0.188,0,1,2,0.667,1.2,1.44,1,0,5.0
NVDA,2025-12-26,09:40,call,D,skipped_d,0,10.0,0.052,0.052,0,1,3,0.125,0.96,1.44,1,0,5.0
NVDA,2025-12-26,09:41,call,C,fired,0,11.0,0.315,0.315,0,1,4,0.735,1.32,1.44,1,0,5.0
NVDA,2025-12-26,09:52,call,D,skipped_d,0,22.0,0.115,0.115,0,1,5,0.722,1.61,1.44,1,0,5.0
NVDA,2025-12-26,09:57,call,D,skipped_d,0,27.0,0.023,0.023,0,1,6,0.179,1.11,1.44,1,0,5.0
NVDA,2025-12-26,09:58,call,D,skipped_d,0,28.0,0.024,0.024,0,1,7,0.038,1.15,1.44,1,0,5.0
NVDA,2025-12-26,10:13,call,D,skipped_d,0,43.0,0.071,0.071,0,0,8,0.932,1.43,1.44,1,0,5.0
NVDA,2025-12-26,10:15,call,D,skipped_d,0,45.0,0.024,0.024,0,0,9,0.725,1.58,1.44,1,0,5.0
NVDA,2025-12-26,10:16,call,D,skipped_d,0,46.0,0.061,0.061,0,0,10,0.394,1.65,1.44,1,0,5.0
